"Observationsstation","År","Månad","Dag","Tid [Lokal tid]","Daggpunktstemperatur medelvärde [°C]","Lufttemperatur medelvärde [°C]","Molnighet [1/8]","Lufttryck medelvärde [hPa]","Relativ luftfuktighet medelvärde [%]","Nederbördsmängd medelvärde [mm]","Snödjup medelvärde [cm]","Vindriktning medelvärde [°]","Byvindshastighet medelvärde [m/s]","Vindhastighet medelvärde [m/s]"
"Helsingfors Kajsaniemi","2024","5","1","20:00","1.9","11.9","Klart (0/8)","1026.9","50.5","0","0","232.2","3.4","2.2"
"Helsingfors Kajsaniemi","2024","5","1","21:00","1.6","11.3","Klart (0/8)","1027","51.5","0","0","254.5","2.5","1.4"
"Helsingfors Kajsaniemi","2024","5","1","22:00","1.9","9.7","Klart (0/8)","1027","58.1","0","0","273.1","1.6","1.1"
"Helsingfors Kajsaniemi","2024","5","1","23:00","2.5","8.7","Klart (0/8)","1027","64.8","0","0","302.5","1.4","1"
"Helsingfors Kajsaniemi","2024","5","2","00:00","2.6","8","Klart (0/8)","1027.2","68.9","0","0","261.4","0.8","0.5"
"Helsingfors Kajsaniemi","2024","5","2","01:00","3.9","7.3","Klart (0/8)","1027.4","79","0","0","102","1.2","0.7"
"Helsingfors Kajsaniemi","2024","5","2","02:00","3.6","6.6","Klart (0/8)","1027.2","80.8","0","0","186.4","0.9","0.6"
"Helsingfors Kajsaniemi","2024","5","2","03:00","3.6","6","Klart (0/8)","1027.1","84.2","0","0","309.2","1.5","1.3"
"Helsingfors Kajsaniemi","2024","5","2","04:00","3.4","5.6","Klart (0/8)","1027.1","85.6","0","0","119.2","0.8","0.6"
"Helsingfors Kajsaniemi","2024","5","2","05:00","3.2","4.9","Klart (0/8)","1026.9","88.6","0","0","38.7","0.7","0.4"
"Helsingfors Kajsaniemi","2024","5","2","06:00","3.5","4.8","Klart (0/8)","1026.9","91.5","0","0","50.7","1","0.6"
"Helsingfors Kajsaniemi","2024","5","2","07:00","3.9","5.8","Klart (0/8)","1026.7","87.6","0","0","73","1","0.7"
"Helsingfors Kajsaniemi","2024","5","2","08:00","2.9","10.3","Klart (0/8)","1026.6","60.4","0","0","100.5","0.8","0.4"
"Helsingfors Kajsaniemi","2024","5","2","09:00","3.5","13","Klart (0/8)","1026.4","52.3","0","0","174.7","0.9","0.4"
"Helsingfors Kajsaniemi","2024","5","2","10:00","3.8","14","Klart (0/8)","1026.3","50.6","0","0","120.7","2.1","1.2"
"Helsingfors Kajsaniemi","2024","5","2","11:00","3.7","12.3","Klart (0/8)","1026.1","55.6","0","0","182","3.6","2.4"
"Helsingfors Kajsaniemi","2024","5","2","12:00","3.1","12.1","Klart (0/8)","1025.7","53.9","0","0","182.9","3.8","2.6"
"Helsingfors Kajsaniemi","2024","5","2","13:00","2","12.9","Klart (0/8)","1025.2","47.5","0","0","193.5","4.4","3"
"Helsingfors Kajsaniemi","2024","5","2","14:00","2.1","13.2","Klart (0/8)","1024.8","46.9","0","0","181.1","4.6","3.2"
"Helsingfors Kajsaniemi","2024","5","2","15:00","2.5","13.5","Molnigt (6/8)","1024.6","47.3","0","0","201.8","5.3","3.7"
"Helsingfors Kajsaniemi","2024","5","2","16:00","1.8","13.2","Mest klart (2/8)","1024.1","45.8","0","0","213.8","5.3","3.3"
"Helsingfors Kajsaniemi","2024","5","2","17:00","1.3","13.3","Klart (0/8)","1023.6","43.9","0","0","208.1","5.4","3.4"
"Helsingfors Kajsaniemi","2024","5","2","18:00","0.6","13.7","Mest klart (3/8)","1023.2","40.9","0","0","202.4","5","3.3"
"Helsingfors Kajsaniemi","2024","5","2","19:00","1.8","12.4","Molnigt (6/8)","1022.8","48.9","0","0","160","4.8","3.1"
"Helsingfors Kajsaniemi","2024","5","2","20:00","1.7","10.8","Molnigt (6/8)","1022.6","53.6","0","-","132.2","5.9","3.8"
"Helsingfors Kajsaniemi","2024","5","2","21:00","1.8","10.5","Molnigt (7/8)","1022.6","54.7","0","0","122.4","3","1.9"
"Helsingfors Kajsaniemi","2024","5","2","22:00","2.3","9.7","Molnigt (6/8)","1022.8","60","0","0","109.6","1.8","1.2"
"Helsingfors Kajsaniemi","2024","5","2","23:00","1.9","8.9","Klart (0/8)","1022.7","61.6","0","0","129","1.9","1.4"
"Helsingfors Kajsaniemi","2024","5","3","00:00","2.3","8.1","Mest klart (3/8)","1022.5","66.9","0","0","106.6","1.1","0.7"
"Helsingfors Kajsaniemi","2024","5","3","01:00","2.8","7.4","Mest klart (2/8)","1022.6","72.8","0","0","95.2","0.9","0.4"
"Helsingfors Kajsaniemi","2024","5","3","02:00","3.7","7","Klart (0/8)","1022.6","79.2","0","0","124.1","0.9","0.6"
"Helsingfors Kajsaniemi","2024","5","3","03:00","3.9","6.5","Klart (0/8)","1022.5","83.5","0","0","103.8","0.7","0.5"
"Helsingfors Kajsaniemi","2024","5","3","04:00","3.6","6.4","Klart (0/8)","1022.5","82.2","0","0","122.5","1.6","1.1"
"Helsingfors Kajsaniemi","2024","5","3","05:00","3.5","6.4","Molnigt (7/8)","1022.5","81.6","0","0","125","1.7","1.2"
"Helsingfors Kajsaniemi","2024","5","3","06:00","3.2","6.8","Molnigt (7/8)","1022.5","78.2","0","0","223.9","1.9","1.2"
"Helsingfors Kajsaniemi","2024","5","3","07:00","3.2","7.6","Molnigt (7/8)","1022.5","74","0","0","102.1","1.9","1.3"
"Helsingfors Kajsaniemi","2024","5","3","08:00","2.2","8.5","Molnigt (7/8)","1022.4","64.3","0","0","128.6","3","1.9"
"Helsingfors Kajsaniemi","2024","5","3","09:00","2.1","9","Molnigt (7/8)","1022.5","62.1","0","0","190","3.5","2.1"
"Helsingfors Kajsaniemi","2024","5","3","10:00","2","9.4","Molnigt (7/8)","1022.1","59.6","0","0","215.9","4.8","2.8"
"Helsingfors Kajsaniemi","2024","5","3","11:00","2","9.7","Mulet (8/8)","1022","58.6","0","0","227.9","3.6","2.2"
"Helsingfors Kajsaniemi","2024","5","3","12:00","2.6","10.5","Halv klart (5/8)","1021.8","58.2","0","0","205.9","3.6","2.4"
"Helsingfors Kajsaniemi","2024","5","3","13:00","3","12.1","Klart (1/8)","1021.5","53.7","0","0","206.9","3.7","2.4"
"Helsingfors Kajsaniemi","2024","5","3","14:00","3.8","13.8","Klart (0/8)","1021","51.1","0","0","206","4.2","2.9"
"Helsingfors Kajsaniemi","2024","5","3","15:00","3.4","14","Klart (1/8)","1020.3","48.5","0","0","203.8","5","3.5"
"Helsingfors Kajsaniemi","2024","5","3","16:00","3.6","14","Halv klart (4/8)","1019.7","49.8","0","0","212.7","5.7","3.6"
"Helsingfors Kajsaniemi","2024","5","3","17:00","2.5","14.3","Klart (0/8)","1019.1","45.1","0","0","216.8","7.5","4.9"
"Helsingfors Kajsaniemi","2024","5","3","18:00","1.8","14.6","Mest klart (3/8)","1018.9","41.9","0","-","223.9","6.9","4.6"
"Helsingfors Kajsaniemi","2024","5","3","19:00","2.2","14.9","Klart (0/8)","1018.5","42.7","0","-","226.9","5.2","3.1"
"Helsingfors Kajsaniemi","2024","5","3","20:00","1.6","15","Molnigt (6/8)","1018.1","40.5","0","-","232.4","4.9","3"
"Helsingfors Kajsaniemi","2024","5","3","21:00","1.6","14.6","Mulet (8/8)","1017.7","41.6","0","0","233.5","4.4","2.5"
"Helsingfors Kajsaniemi","2024","5","3","22:00","2.5","14.1","Molnigt (7/8)","1017.5","45.5","0","0","252.7","5.2","3.3"
"Helsingfors Kajsaniemi","2024","5","3","23:00","2.8","13.4","Klart (0/8)","1017.4","48.7","0","0","264.1","4.4","3.1"
"Helsingfors Kajsaniemi","2024","5","4","00:00","3","12.9","Molnigt (6/8)","1017.2","51.2","0","0","279.2","4.5","3"
"Helsingfors Kajsaniemi","2024","5","4","01:00","3.4","12.1","Klart (1/8)","1017","55.2","0","0","284.2","4.1","2.8"
"Helsingfors Kajsaniemi","2024","5","4","02:00","3.9","11","Molnigt (6/8)","1016.7","61.5","0","0","296.9","3.9","2.4"
"Helsingfors Kajsaniemi","2024","5","4","03:00","3.6","10.2","Mest klart (2/8)","1016.4","63.6","0","0","316.4","3.6","2.4"
"Helsingfors Kajsaniemi","2024","5","4","04:00","4.3","9.7","Molnigt (7/8)","1016.4","69.5","0","0","288.8","2.5","1.7"
"Helsingfors Kajsaniemi","2024","5","4","05:00","4.7","10","Molnigt (7/8)","1016.2","69.8","0","0","294.6","3.3","2.2"
"Helsingfors Kajsaniemi","2024","5","4","06:00","3.9","10.6","Mulet (8/8)","1015.9","63.6","0","0","277.4","3.8","2.7"
"Helsingfors Kajsaniemi","2024","5","4","07:00","4.4","10.6","Molnigt (7/8)","1015.7","65.6","0","0","301.3","2.8","1.7"
"Helsingfors Kajsaniemi","2024","5","4","08:00","3.7","11.5","Molnigt (6/8)","1015.2","58.4","0","0","277.3","3.4","2.3"
"Helsingfors Kajsaniemi","2024","5","4","09:00","2.8","13.2","Klart (0/8)","1014.7","49.5","0","0","265.9","5.2","3.6"
"Helsingfors Kajsaniemi","2024","5","4","10:00","2.5","14.1","Klart (0/8)","1014.2","45.7","0","0","259.5","6.5","4.1"
"Helsingfors Kajsaniemi","2024","5","4","11:00","2.9","15.7","Klart (0/8)","1013.4","42.4","0","0","252.4","7.2","4.8"
"Helsingfors Kajsaniemi","2024","5","4","12:00","2.3","16.6","Molnigt (7/8)","1012.8","38.8","0","0","263.6","8.2","5.4"
"Helsingfors Kajsaniemi","2024","5","4","13:00","4.2","14.4","Halv klart (5/8)","1012.1","50.7","0","0","219.1","6.7","4.4"
"Helsingfors Kajsaniemi","2024","5","4","14:00","3.8","14.8","Molnigt (6/8)","1011.4","47.6","0","0","226.9","8","5.1"
"Helsingfors Kajsaniemi","2024","5","4","15:00","4.1","16.3","Klart (0/8)","1010.7","44.2","0","0","231.2","8.1","4.8"
"Helsingfors Kajsaniemi","2024","5","4","16:00","4.4","18.7","Klart (0/8)","1009.7","38.8","0","0","257.9","9.4","5.8"
"Helsingfors Kajsaniemi","2024","5","4","17:00","4.5","18.1","Klart (0/8)","1009","40.6","0","-","244.7","7.6","4.6"
"Helsingfors Kajsaniemi","2024","5","4","18:00","4.5","19.7","Halv klart (4/8)","1008.3","37","0","-","281.4","9.2","5.8"
"Helsingfors Kajsaniemi","2024","5","4","19:00","2.9","20.8","Molnigt (7/8)","1007.9","30.6","0","0","318.7","10.4","6.6"
"Helsingfors Kajsaniemi","2024","5","4","20:00","3","19.3","Klart (0/8)","1008","34","0","0","331.7","8.6","5.5"
"Helsingfors Kajsaniemi","2024","5","4","21:00","0.6","18.1","Klart (0/8)","1008.4","30.8","0","0","214.8","8.7","4.8"
"Helsingfors Kajsaniemi","2024","5","4","22:00","1.1","16.1","Klart (1/8)","1008.9","36.2","0","0","180","7.5","4"
"Helsingfors Kajsaniemi","2024","5","4","23:00","1.7","14.3","Klart (0/8)","1009.4","42.7","0","0","349.4","5.6","3.2"
"Helsingfors Kajsaniemi","2024","5","5","00:00","1.3","12.8","Halv klart (5/8)","1009.8","45.3","0","0","342.3","5.7","3.3"
"Helsingfors Kajsaniemi","2024","5","5","01:00","0.5","12.8","Klart (0/8)","1010","43","0","0","350.9","6.7","3.8"
"Helsingfors Kajsaniemi","2024","5","5","02:00","0.1","11.4","Halv klart (4/8)","1010.3","45.6","0","0","353.3","6.8","3.9"
"Helsingfors Kajsaniemi","2024","5","5","03:00","0.7","10.2","Klart (0/8)","1010.6","51.7","0","0","251.3","7.4","4.2"
"Helsingfors Kajsaniemi","2024","5","5","04:00","1","9.2","Klart (1/8)","1010.8","56.4","0","0","8.8","6.9","3.8"
"Helsingfors Kajsaniemi","2024","5","5","05:00","1","8.4","Klart (0/8)","1011.2","59.4","0","0","11.4","6.6","3.7"
"Helsingfors Kajsaniemi","2024","5","5","06:00","0.9","7.6","Klart (0/8)","1011.7","63.1","0","0","82.2","6.2","3.5"
"Helsingfors Kajsaniemi","2024","5","5","07:00","0.5","7.4","Klart (0/8)","1012.2","61.1","0","0","23.4","7","4"
"Helsingfors Kajsaniemi","2024","5","5","08:00","0.2","8.6","Klart (0/8)","1012.8","56","0","0","31.2","7.3","4.3"
"Helsingfors Kajsaniemi","2024","5","5","09:00","-0.2","9.5","Klart (0/8)","1012.9","50.8","0","0","30.5","6.9","4.2"
"Helsingfors Kajsaniemi","2024","5","5","10:00","-0.7","10.6","Klart (0/8)","1013","45.6","0","0","33.4","6.6","3.9"
"Helsingfors Kajsaniemi","2024","5","5","11:00","-1.6","11.7","Klart (0/8)","1013","39.6","0","0","32.4","6.5","3.8"
"Helsingfors Kajsaniemi","2024","5","5","12:00","-0.5","11.9","Klart (1/8)","1013","42.3","0","0","94.7","5.4","2.8"
"Helsingfors Kajsaniemi","2024","5","5","13:00","0.5","11.2","Klart (0/8)","1013","47.7","0","0","183","5.6","3.8"
"Helsingfors Kajsaniemi","2024","5","5","14:00","-0.3","11.2","Mest klart (3/8)","1013","44.9","0","0","194.6","6.2","4.3"
"Helsingfors Kajsaniemi","2024","5","5","15:00","-0.2","11.1","Klart (0/8)","1012.8","45.6","0","0","208.5","6.9","4.9"
"Helsingfors Kajsaniemi","2024","5","5","16:00","-1.2","10.1","Klart (0/8)","1012.7","45.5","0","0","204.1","7.8","5.3"
"Helsingfors Kajsaniemi","2024","5","5","17:00","-1.4","9.8","Klart (1/8)","1012.5","46","0","0","211.8","7.6","4.8"
"Helsingfors Kajsaniemi","2024","5","5","18:00","-2","9.9","Molnigt (7/8)","1012.3","43.5","0","0","220.5","6.6","4.1"
"Helsingfors Kajsaniemi","2024","5","5","19:00","-2.4","10.1","Molnigt (7/8)","1012.1","41.7","0","0","205.8","6.4","4.4"
"Helsingfors Kajsaniemi","2024","5","5","20:00","-0.8","9.6","Klart (0/8)","1011.9","48.5","0","-","198.1","5.5","3.4"
"Helsingfors Kajsaniemi","2024","5","5","21:00","-0.1","8.2","Molnigt (6/8)","1012","56.4","0","0","162.5","4.2","2.9"
"Helsingfors Kajsaniemi","2024","5","5","22:00","0.9","7.1","Klart (0/8)","1012.2","64.7","0","0","139.2","4.7","3.1"
"Helsingfors Kajsaniemi","2024","5","5","23:00","1.1","6.7","Klart (0/8)","1012.3","67.9","0","0","126.2","3.9","2.6"
"Helsingfors Kajsaniemi","2024","5","6","00:00","0.7","6.5","Klart (0/8)","1012.4","66.6","0","0","116.5","4.2","2.6"
"Helsingfors Kajsaniemi","2024","5","6","01:00","0.9","6.3","Klart (0/8)","1012.6","68.4","0","0","107.3","3.9","2.6"
"Helsingfors Kajsaniemi","2024","5","6","02:00","0.8","6.1","Molnigt (7/8)","1012.8","68.7","0","0","82.9","4.5","3.1"
"Helsingfors Kajsaniemi","2024","5","6","03:00","0.9","5.9","Mulet (8/8)","1013","70.4","0","0","88.3","4.3","3.1"
"Helsingfors Kajsaniemi","2024","5","6","04:00","0.5","5.2","Klart (1/8)","1013.1","72","0","0","73.6","4.7","3.2"
"Helsingfors Kajsaniemi","2024","5","6","05:00","1","4.5","Halv klart (4/8)","1013.2","78.2","0","0","72.1","5.1","3.6"
"Helsingfors Kajsaniemi","2024","5","6","06:00","1.6","4.5","Molnigt (7/8)","1013.1","81.2","0","0","70.3","5.9","4.1"
"Helsingfors Kajsaniemi","2024","5","6","07:00","1.3","4.9","Mulet (8/8)","1013.3","77.2","0","0","64.8","6.6","4.4"
"Helsingfors Kajsaniemi","2024","5","6","08:00","1.3","5.6","Molnigt (7/8)","1013.4","73.6","0","0","62.9","6.9","4.9"
"Helsingfors Kajsaniemi","2024","5","6","09:00","1.7","6.1","Mulet (8/8)","1013.6","73.6","0","0","69.2","6.4","4.5"
"Helsingfors Kajsaniemi","2024","5","6","10:00","2.7","7.2","Molnigt (7/8)","1013.8","73.4","0","0","91.2","9","6.1"
"Helsingfors Kajsaniemi","2024","5","6","11:00","1.1","6.7","Mulet (8/8)","1014","67.7","0","0","104.3","9.1","6.2"
"Helsingfors Kajsaniemi","2024","5","6","12:00","0","7.1","Molnigt (7/8)","1014.1","60.8","0","0","104","8.6","5.9"
"Helsingfors Kajsaniemi","2024","5","6","13:00","0","7.3","Halv klart (5/8)","1014.2","60","0","0","104.2","8.6","6.1"
"Helsingfors Kajsaniemi","2024","5","6","14:00","-2.2","7.1","Molnigt (6/8)","1014.3","51.8","0","0","109.9","9.7","6.9"
"Helsingfors Kajsaniemi","2024","5","6","15:00","-3.3","7.5","Molnigt (7/8)","1014.4","46.3","0","0","113.6","9.8","6.9"
"Helsingfors Kajsaniemi","2024","5","6","16:00","-2.8","7.1","Halv klart (5/8)","1014.3","49.8","0","0","119.5","9.4","6.4"
"Helsingfors Kajsaniemi","2024","5","6","17:00","-3.8","6.9","Klart (0/8)","1014.1","46.6","0","0","115.4","8.4","6.1"
"Helsingfors Kajsaniemi","2024","5","6","18:00","-4.6","7.5","Molnigt (6/8)","1014.1","42","0","0","99.5","8.3","5.4"
"Helsingfors Kajsaniemi","2024","5","6","19:00","-3.7","6.4","Klart (0/8)","1014.1","48.7","0","-","101","7","4.8"
"Helsingfors Kajsaniemi","2024","5","6","20:00","-3.4","5.6","Klart (1/8)","1014.3","52.1","0","-","118.7","6.8","4.7"
"Helsingfors Kajsaniemi","2024","5","6","21:00","-2.7","5.2","Molnigt (6/8)","1014.7","57","0","0","122.3","6.6","4.5"
"Helsingfors Kajsaniemi","2024","5","6","22:00","-2.3","4.8","Molnigt (7/8)","1014.9","60.2","0","0","115.2","4.3","2.9"
"Helsingfors Kajsaniemi","2024","5","6","23:00","-3.3","4.9","Mulet (8/8)","1015.1","55.5","0","0","99.2","3.6","2.2"
"Helsingfors Kajsaniemi","2024","5","7","00:00","-2.9","4.9","Mulet (8/8)","1015.5","56.8","0","0","84.1","3.4","2.3"
"Helsingfors Kajsaniemi","2024","5","7","01:00","-3.9","4.9","Mulet (8/8)","1015.6","53.1","0","0","40.6","3.2","2"
"Helsingfors Kajsaniemi","2024","5","7","02:00","-3.6","5","Mulet (8/8)","1015.6","53.8","0","0","48.6","4.4","2.7"
"Helsingfors Kajsaniemi","2024","5","7","03:00","-4.3","4.9","Molnigt (7/8)","1015.7","51.3","0","0","47.8","4.6","2.6"
"Helsingfors Kajsaniemi","2024","5","7","04:00","-5.2","4.5","Molnigt (7/8)","1015.9","49.5","0","0","33.7","4.3","2.7"
"Helsingfors Kajsaniemi","2024","5","7","05:00","-4.7","3.9","Molnigt (6/8)","1016.2","53.6","0","0","15.2","5.4","3.1"
"Helsingfors Kajsaniemi","2024","5","7","06:00","-4.7","2.9","Klart (1/8)","1016.4","57.7","0","0","18","4.4","2.4"
"Helsingfors Kajsaniemi","2024","5","7","07:00","-4.4","2.7","Molnigt (7/8)","1016.8","59.4","0","0","146.2","4.4","2.7"
"Helsingfors Kajsaniemi","2024","5","7","08:00","-4.4","3.6","Molnigt (7/8)","1017.1","55.9","0","0","120.1","4.4","2.6"
"Helsingfors Kajsaniemi","2024","5","7","09:00","-5.8","5.1","Molnigt (7/8)","1017.3","45.3","0","0","57.1","5.9","3.4"
"Helsingfors Kajsaniemi","2024","5","7","10:00","-7.2","6.1","Halv klart (5/8)","1017.5","38","0","0","120.4","6.9","3.9"
"Helsingfors Kajsaniemi","2024","5","7","11:00","-8.4","6.9","Mest klart (2/8)","1017.6","32.7","0","0","52.7","7.1","3.8"
"Helsingfors Kajsaniemi","2024","5","7","12:00","-8","7.4","Halv klart (4/8)","1017.7","32.9","0","0","193.3","6.5","3.7"
"Helsingfors Kajsaniemi","2024","5","7","13:00","-7.5","8.2","Halv klart (4/8)","1017.8","32.3","0","0","245.1","7.9","4"
"Helsingfors Kajsaniemi","2024","5","7","14:00","-7.3","8.4","Molnigt (7/8)","1017.9","32.3","0","0","236.4","7.9","4"
"Helsingfors Kajsaniemi","2024","5","7","15:00","-7.7","8.4","Molnigt (6/8)","1017.9","31.2","0","0","274.9","7.6","4.2"
"Helsingfors Kajsaniemi","2024","5","7","16:00","-6.4","8","Molnigt (7/8)","1017.9","35.7","0","0","307.4","7.6","4.3"
"Helsingfors Kajsaniemi","2024","5","7","17:00","-2.3","6.9","Molnigt (7/8)","1018.1","52.1","0","0","230.7","7.6","4.7"
"Helsingfors Kajsaniemi","2024","5","7","18:00","-1.7","6.8","Molnigt (7/8)","1018.3","54.4","0","0","222.8","5.7","3"
"Helsingfors Kajsaniemi","2024","5","7","19:00","-6.2","7.9","Molnigt (7/8)","1018.5","36.2","0","0","181","7.1","4.2"
"Helsingfors Kajsaniemi","2024","5","7","20:00","-7.3","7.5","Klart (0/8)","1019","34.2","0","-","312.7","9.1","5.7"
"Helsingfors Kajsaniemi","2024","5","7","21:00","-7.1","6.3","Klart (1/8)","1019.7","37.5","0","-","112.4","8.1","4.5"
"Helsingfors Kajsaniemi","2024","5","7","22:00","-7.1","5.4","Klart (0/8)","1020.4","40.3","0","0","146.5","6.7","3.9"
"Helsingfors Kajsaniemi","2024","5","7","23:00","-6.5","4.4","Klart (0/8)","1020.9","45.5","0","0","350.3","5.6","3.2"
"Helsingfors Kajsaniemi","2024","5","8","00:00","-5.9","3.5","Klart (0/8)","1021.4","50.1","0","0","311.3","5.3","3.1"
"Helsingfors Kajsaniemi","2024","5","8","01:00","-5.1","3.1","Klart (1/8)","1022.1","55.2","0","0","13","5.2","3"
"Helsingfors Kajsaniemi","2024","5","8","02:00","-4.3","2.9","Klart (1/8)","1022.7","59.2","0","0","16.2","6.7","3.9"
"Helsingfors Kajsaniemi","2024","5","8","03:00","-4.5","2","Klart (0/8)","1023.4","62.1","0","0","21.5","6.5","3.6"
"Helsingfors Kajsaniemi","2024","5","8","04:00","-4.2","1.2","Klart (0/8)","1024.1","67","0","0","22","6","3.2"
"Helsingfors Kajsaniemi","2024","5","8","05:00","-4.2","0.4","Klart (0/8)","1024.8","71","0","0","14.3","5.9","3.3"
"Helsingfors Kajsaniemi","2024","5","8","06:00","-4.3","-0.1","Klart (0/8)","1025.4","73","0","0","11.4","6.2","3.2"
"Helsingfors Kajsaniemi","2024","5","8","07:00","-5.2","0.4","Klart (0/8)","1026","66.2","0","0","17.7","5.7","3.1"
"Helsingfors Kajsaniemi","2024","5","8","08:00","-7","1.7","Klart (0/8)","1026.5","52.4","0","0","26","6.6","3.9"
"Helsingfors Kajsaniemi","2024","5","8","09:00","-9.3","3.1","Klart (0/8)","1026.9","40","0","0","89.4","6.5","3.8"
"Helsingfors Kajsaniemi","2024","5","8","10:00","-9","4.3","Klart (0/8)","1027.2","37.7","0","0","284.6","7.8","4.5"
"Helsingfors Kajsaniemi","2024","5","8","11:00","-9.1","5.5","Klart (0/8)","1027.4","34.2","0","0","316.3","7.8","4.4"
"Helsingfors Kajsaniemi","2024","5","8","12:00","-9.7","6.5","Klart (0/8)","1027.6","30.4","0","0","181.4","8.6","5.1"
"Helsingfors Kajsaniemi","2024","5","8","13:00","-10.3","7.1","Klart (0/8)","1027.8","27.9","0","0","180.2","9.8","5.3"
"Helsingfors Kajsaniemi","2024","5","8","14:00","-10.8","7.7","Klart (0/8)","1028","25.7","0","0","179.2","7.4","4"
"Helsingfors Kajsaniemi","2024","5","8","15:00","-11.8","8.1","Klart (0/8)","1028","23.1","0","0","220.8","7.8","4"
"Helsingfors Kajsaniemi","2024","5","8","16:00","-13.7","8.1","Klart (0/8)","1027.9","19.5","0","0","179.3","7.2","4.1"
"Helsingfors Kajsaniemi","2024","5","8","17:00","-6.8","7.1","Klart (0/8)","1027.9","37.1","0","0","290.7","6.4","4"
"Helsingfors Kajsaniemi","2024","5","8","18:00","-5.5","6.3","Klart (0/8)","1027.8","43","0","0","223.9","7.9","5.4"
"Helsingfors Kajsaniemi","2024","5","8","19:00","-5.2","6.4","Klart (0/8)","1027.6","43.4","0","0","225","8.1","5.4"
"Helsingfors Kajsaniemi","2024","5","8","20:00","-4.2","6","Klart (0/8)","1027.4","48.3","0","-","230.3","7.2","4.3"
"Helsingfors Kajsaniemi","2024","5","8","21:00","-2.7","5.5","Klart (0/8)","1027.3","55.6","0","-","240.1","6","3.5"
"Helsingfors Kajsaniemi","2024","5","8","22:00","-2.4","5.4","Klart (0/8)","1027.3","57.5","0","0","248.6","5.1","3.3"
"Helsingfors Kajsaniemi","2024","5","8","23:00","-1.7","4.7","Klart (0/8)","1027.2","63.1","0","0","251.1","5.2","3.7"
"Helsingfors Kajsaniemi","2024","5","9","00:00","-2.1","4.4","Mest klart (2/8)","1027.2","62.4","0","0","267.7","4.7","3.3"
"Helsingfors Kajsaniemi","2024","5","9","01:00","-3.4","4","Halv klart (5/8)","1027.1","58.4","0","0","282","5.1","3.5"
"Helsingfors Kajsaniemi","2024","5","9","02:00","-3.5","3.3","Klart (0/8)","1026.9","61","0","0","289.3","5.3","3.7"
