"Observationsstation","År","Månad","Dag","Tid [Lokal tid]","Daggpunktstemperatur medelvärde [°C]","Lufttemperatur medelvärde [°C]","Molnighet [1/8]","Lufttryck medelvärde [hPa]","Relativ luftfuktighet medelvärde [%]","Nederbördsmängd medelvärde [mm]","Snödjup medelvärde [cm]","Vindriktning medelvärde [°]","Byvindshastighet medelvärde [m/s]","Vindhastighet medelvärde [m/s]"
"Helsingfors Kajsaniemi","2024","11","3","01:00","-1.4","1.7","Mest klart (2/8)","1018.4","80.2","0","-","282.7","5.5","3.4"
"Helsingfors Kajsaniemi","2024","11","3","02:00","-1.2","1.7","Mest klart (3/8)","1017.9","81","0","-","285.7","5.9","3.7"
"Helsingfors Kajsaniemi","2024","11","3","03:00","-1","1.6","Mest klart (2/8)","1017.1","82.9","0","-","283.5","5.7","3.8"
"Helsingfors Kajsaniemi","2024","11","3","04:00","-0.9","1.5","Molnigt (7/8)","1016.5","84","0","-","288.7","5.9","3.5"
"Helsingfors Kajsaniemi","2024","11","3","05:00","-0.8","1.8","Molnigt (7/8)","1015.7","83.5","0","-","290.2","5.2","3.3"
"Helsingfors Kajsaniemi","2024","11","3","06:00","-0.8","2.2","Mulet (8/8)","1014.9","80.4","0","-","285.8","6.4","4"
"Helsingfors Kajsaniemi","2024","11","3","07:00","-1","2.5","Mulet (8/8)","1013.5","77.9","0","-","280","6.2","3.8"
"Helsingfors Kajsaniemi","2024","11","3","08:00","-1","2.8","Mulet (8/8)","1013.1","76.3","0","-","289.4","5.7","3.5"
"Helsingfors Kajsaniemi","2024","11","3","09:00","-0.8","2.9","Mulet (8/8)","1011.9","76.6","0","-","272.9","4.8","2.7"
"Helsingfors Kajsaniemi","2024","11","3","10:00","-1.5","2.8","Mulet (8/8)","1010.9","73.1","0","-","284.4","7.2","4.1"
"Helsingfors Kajsaniemi","2024","11","3","11:00","-0.1","1.8","Mulet (8/8)","1009.2","87.2","0.02","-","280.2","3.6","2.1"
"Helsingfors Kajsaniemi","2024","11","3","12:00","0.3","1.8","Mulet (8/8)","1007","89.9","0.03","-","188.9","2.3","1.3"
"Helsingfors Kajsaniemi","2024","11","3","13:00","0.9","1.8","Mulet (8/8)","1005.3","93.9","0.2","-","121.3","3.5","2.3"
"Helsingfors Kajsaniemi","2024","11","3","14:00","0.9","1.4","Mulet (8/8)","1003.7","96.5","0.28","-","76.4","3.6","2.3"
"Helsingfors Kajsaniemi","2024","11","3","15:00","1.3","1.7","Mulet (8/8)","1001.8","97","0.1","-","64.7","3.6","2.5"
"Helsingfors Kajsaniemi","2024","11","3","16:00","0.8","1.2","Mulet (8/8)","1001.4","97","0.13","-","29.6","3.3","2"
"Helsingfors Kajsaniemi","2024","11","3","17:00","0.2","0.5","Mulet (8/8)","1002.3","97.1","0.22","-","16.9","5.2","3.1"
"Helsingfors Kajsaniemi","2024","11","3","18:00","0.3","0.7","Mulet (8/8)","1003.5","97","0.03","-","13.5","6.2","3.4"
"Helsingfors Kajsaniemi","2024","11","3","19:00","0.2","0.8","Mulet (8/8)","1005.4","96","0","-","249.3","7.6","4.2"
"Helsingfors Kajsaniemi","2024","11","3","20:00","0","0.9","Molnigt (7/8)","1007.5","93.7","0","-","349.6","8.4","4.8"
"Helsingfors Kajsaniemi","2024","11","3","21:00","-0.2","1","Molnigt (6/8)","1009.3","91.9","0","0","340.5","9.7","5.9"
"Helsingfors Kajsaniemi","2024","11","3","22:00","-0.3","1.1","Klart (1/8)","1010.7","90.7","0","-","335.1","9.7","6.3"
"Helsingfors Kajsaniemi","2024","11","3","23:00","-0.3","0.9","Molnigt (7/8)","1012.1","91.7","0","-","330.4","9.6","6.8"
"Helsingfors Kajsaniemi","2024","11","4","00:00","-0.4","1","Molnigt (7/8)","1013.8","90.4","0","-","328.1","10.4","7.2"
"Helsingfors Kajsaniemi","2024","11","4","01:00","-0.4","0.9","Mest klart (2/8)","1015","90.6","0","-","321.7","9.1","6.1"
"Helsingfors Kajsaniemi","2024","11","4","02:00","-0.4","0.9","Mest klart (2/8)","1016.1","91.5","0","-","324.5","9.1","6.3"
"Helsingfors Kajsaniemi","2024","11","4","03:00","-0.3","1","Molnigt (7/8)","1017","91.3","0","-","322.7","8.4","5.4"
"Helsingfors Kajsaniemi","2024","11","4","04:00","-0.2","1","Halv klart (5/8)","1018.2","91.8","0","-","326.3","8.5","5.9"
"Helsingfors Kajsaniemi","2024","11","4","05:00","-0.4","0.8","Mest klart (2/8)","1019.1","92.1","0","-","321.5","6.7","4.7"
"Helsingfors Kajsaniemi","2024","11","4","06:00","-0.7","0.4","Klart (0/8)","1019.9","92.1","0","-","317.6","6.6","4.5"
"Helsingfors Kajsaniemi","2024","11","4","07:00","-1","0.3","Klart (0/8)","1020.6","91.8","0","-","315.8","7.2","4.9"
"Helsingfors Kajsaniemi","2024","11","4","08:00","-1.1","0.1","Klart (0/8)","1021.4","92","0","-","315","7.3","5"
"Helsingfors Kajsaniemi","2024","11","4","09:00","-1.2","0.1","Klart (0/8)","1022.1","91","0","-","314.2","7.7","5.1"
"Helsingfors Kajsaniemi","2024","11","4","10:00","-1","0.9","Klart (0/8)","1022.8","87.7","0","-","303.8","6.8","4.3"
"Helsingfors Kajsaniemi","2024","11","4","11:00","-0.9","2","Klart (0/8)","1023.3","81.4","0","-","305.7","7.9","5.1"
"Helsingfors Kajsaniemi","2024","11","4","12:00","-1.1","2.8","Klart (0/8)","1023.7","76.1","0","-","316.1","7.1","4.7"
"Helsingfors Kajsaniemi","2024","11","4","13:00","-0.9","3","Klart (0/8)","1024","74.9","0","-","312.2","8.2","5.5"
"Helsingfors Kajsaniemi","2024","11","4","14:00","-1.2","3.1","Molnigt (7/8)","1024.1","73.3","0","-","313.6","7.8","5.1"
"Helsingfors Kajsaniemi","2024","11","4","15:00","-1.2","2.8","Molnigt (6/8)","1024.3","74.7","0","-","303.4","6.9","4"
"Helsingfors Kajsaniemi","2024","11","4","16:00","-0.9","2.4","Klart (0/8)","1024.2","79.2","0","-","300.2","5.6","3.5"
"Helsingfors Kajsaniemi","2024","11","4","17:00","-0.7","1.9","Klart (0/8)","1024.1","83.1","0","-","292.3","4.2","2.8"
"Helsingfors Kajsaniemi","2024","11","4","18:00","-0.7","1.4","Molnigt (7/8)","1023.8","85.8","0","-","292.4","4.8","3.1"
"Helsingfors Kajsaniemi","2024","11","4","19:00","-0.7","1.6","Mest klart (2/8)","1023.8","85.2","0","-","294.2","4.9","3"
"Helsingfors Kajsaniemi","2024","11","4","20:00","-0.4","0.8","Mulet (8/8)","1023.4","91.6","0","-","291.6","4.3","2.9"
"Helsingfors Kajsaniemi","2024","11","4","21:00","0.5","1.9","Molnigt (7/8)","1023.2","90.9","0","-","283.1","4.2","2.6"
"Helsingfors Kajsaniemi","2024","11","4","22:00","1.2","2.6","Mulet (8/8)","1022.6","90.1","0","-","270.9","3.4","2.1"
"Helsingfors Kajsaniemi","2024","11","4","23:00","1.3","2.9","Molnigt (7/8)","1022.2","89","0","-","280.9","4.2","2.7"
"Helsingfors Kajsaniemi","2024","11","5","00:00","1.5","3.3","Mulet (8/8)","1021.8","88.5","0","-","277.3","4.1","2.6"
"Helsingfors Kajsaniemi","2024","11","5","01:00","1.7","3.5","Mulet (8/8)","1021","88.5","0","-","283.5","5.1","3.3"
"Helsingfors Kajsaniemi","2024","11","5","02:00","1.9","2.8","Mulet (8/8)","1020.4","93.5","0.05","-","302.2","4.4","2.6"
"Helsingfors Kajsaniemi","2024","11","5","03:00","1.8","2.4","Mulet (8/8)","1019.6","96.1","0.08","-","144.1","1.3","0.7"
"Helsingfors Kajsaniemi","2024","11","5","04:00","1.9","2.3","Mulet (8/8)","1018.7","97","0.1","-","210.9","0.9","0.5"
"Helsingfors Kajsaniemi","2024","11","5","05:00","2.4","2.7","Mulet (8/8)","1017.9","98","0","-","215.9","1.6","1"
"Helsingfors Kajsaniemi","2024","11","5","06:00","3.2","3.6","Mulet (8/8)","1017.5","96.9","0.03","-","212.2","2.2","1.3"
"Helsingfors Kajsaniemi","2024","11","5","07:00","3.8","4.2","Mulet (8/8)","1017.2","97","0.03","-","245.3","3.1","1.9"
"Helsingfors Kajsaniemi","2024","11","5","08:00","3.9","4.2","Mulet (8/8)","1017.1","97.3","0.03","-","279.1","4","2.5"
"Helsingfors Kajsaniemi","2024","11","5","09:00","4.1","4.5","Mulet (8/8)","1017","98","0","-","290.3","4.3","2.7"
"Helsingfors Kajsaniemi","2024","11","5","10:00","4.9","5.3","Mulet (8/8)","1016.9","97.1","0","-","290.1","4.9","3.2"
"Helsingfors Kajsaniemi","2024","11","5","11:00","5.5","6.2","Mulet (8/8)","1017","95.5","0","-","290.3","5.2","3.3"
"Helsingfors Kajsaniemi","2024","11","5","12:00","6","6.9","Molnigt (7/8)","1016.7","93.7","0","-","290.5","5.2","3.4"
"Helsingfors Kajsaniemi","2024","11","5","13:00","6.3","7.6","Mulet (8/8)","1016.5","91.2","0","-","293.8","6","3.9"
"Helsingfors Kajsaniemi","2024","11","5","14:00","6.4","8","Mulet (8/8)","1016.4","89.7","0","-","290","6.2","3.8"
"Helsingfors Kajsaniemi","2024","11","5","15:00","6.5","8.3","Molnigt (7/8)","1016.3","88.5","0","-","294.8","6.9","4.3"
"Helsingfors Kajsaniemi","2024","11","5","16:00","6.5","8.4","Molnigt (7/8)","1016","87.8","0","-","279.2","6.2","4.2"
"Helsingfors Kajsaniemi","2024","11","5","17:00","6.4","8.4","Halv klart (4/8)","1016","87.3","0","-","288.4","6.8","4.1"
"Helsingfors Kajsaniemi","2024","11","5","18:00","6.3","8.2","Molnigt (7/8)","1016.1","87.5","0","-","299.3","7.6","4.7"
"Helsingfors Kajsaniemi","2024","11","5","19:00","6.1","8.1","Mest klart (2/8)","1016.3","87.3","0","-","298.4","7.1","4.5"
"Helsingfors Kajsaniemi","2024","11","5","20:00","5.8","7.7","Klart (0/8)","1016.8","88.3","0","-","303.2","8.1","5.3"
"Helsingfors Kajsaniemi","2024","11","5","21:00","5.5","6.9","Klart (1/8)","1017.2","90.6","0","-","309.9","6.2","4"
"Helsingfors Kajsaniemi","2024","11","5","22:00","5.1","6.1","Mest klart (3/8)","1017.5","93.1","0","-","311","5.8","3.7"
"Helsingfors Kajsaniemi","2024","11","5","23:00","5.1","6.2","Klart (0/8)","1018","92.9","0","-","291.3","4.4","2.9"
"Helsingfors Kajsaniemi","2024","11","6","00:00","5","5.9","Klart (1/8)","1018.2","93.8","0","-","279.2","4.3","2.8"
"Helsingfors Kajsaniemi","2024","11","6","01:00","4.9","5.9","Klart (0/8)","1018.3","93.5","0","-","271.1","5.2","3.5"
"Helsingfors Kajsaniemi","2024","11","6","02:00","4.8","5.7","Halv klart (4/8)","1018.3","94","0","-","272.1","6.1","4.1"
"Helsingfors Kajsaniemi","2024","11","6","03:00","4.7","5.6","Mulet (8/8)","1018.4","94","0","-","280.4","7.4","4.7"
"Helsingfors Kajsaniemi","2024","11","6","04:00","5","5.8","Mulet (8/8)","1018.8","94","0","-","288.8","6.3","3.8"
"Helsingfors Kajsaniemi","2024","11","6","05:00","5.2","6.1","Mulet (8/8)","1018.8","94","0","-","279.2","6.2","4.2"
"Helsingfors Kajsaniemi","2024","11","6","06:00","5.4","6.2","Mulet (8/8)","1018.7","94","0","-","292.1","6.1","3.8"
"Helsingfors Kajsaniemi","2024","11","6","07:00","5.4","6.3","Mulet (8/8)","1018.8","94","0","-","289.8","6.2","3.8"
"Helsingfors Kajsaniemi","2024","11","6","08:00","5.5","6.4","Mulet (8/8)","1019","93.5","0","-","293","5.8","3.6"
"Helsingfors Kajsaniemi","2024","11","6","09:00","5.5","6.6","Mulet (8/8)","1019.6","92.7","0","-","278.9","6.5","4.3"
"Helsingfors Kajsaniemi","2024","11","6","10:00","5.5","6.7","Mulet (8/8)","1020.1","92","0","-","281.7","6.5","4.1"
"Helsingfors Kajsaniemi","2024","11","6","11:00","5.6","7.1","Mulet (8/8)","1020.5","90.5","0","-","284.1","5.9","3.8"
"Helsingfors Kajsaniemi","2024","11","6","12:00","5.8","7.5","Mulet (8/8)","1020.9","89","0","-","295.3","6.2","3.8"
"Helsingfors Kajsaniemi","2024","11","6","13:00","5.7","7.6","Molnigt (7/8)","1021.1","87.7","0","-","295.7","7.6","4.7"
"Helsingfors Kajsaniemi","2024","11","6","14:00","5.7","7.6","Molnigt (7/8)","1021.2","87.2","0","-","297.6","7.4","5"
"Helsingfors Kajsaniemi","2024","11","6","15:00","5.8","7.7","Mulet (8/8)","1021.4","87.5","0","-","299.6","6.5","4.1"
"Helsingfors Kajsaniemi","2024","11","6","16:00","5.7","7.6","Mulet (8/8)","1021.8","87.7","0","-","299.9","7.4","4.5"
"Helsingfors Kajsaniemi","2024","11","6","17:00","5.8","7.6","Mulet (8/8)","1022.1","88.3","0","-","293.3","6","3.8"
"Helsingfors Kajsaniemi","2024","11","6","18:00","5.8","7.6","Molnigt (7/8)","1022.1","88.5","0","-","292","5.3","3.3"
"Helsingfors Kajsaniemi","2024","11","6","19:00","5.5","7.7","Mulet (8/8)","1022.2","86.8","0","-","299.9","5.9","3.5"
"Helsingfors Kajsaniemi","2024","11","6","20:00","5.6","7.7","Mulet (8/8)","1022.2","86.3","0","-","296.6","5.9","3.6"
"Helsingfors Kajsaniemi","2024","11","6","21:00","5.7","7.8","Mulet (8/8)","1022.5","86.6","0","-","287.3","4.4","2.9"
"Helsingfors Kajsaniemi","2024","11","6","22:00","5.3","7.6","Mulet (8/8)","1022.7","85.1","0","-","289.6","5.1","3.1"
"Helsingfors Kajsaniemi","2024","11","6","23:00","5.1","7.2","Mulet (8/8)","1022.9","86.1","0","-","289.4","5.6","3.7"
"Helsingfors Kajsaniemi","2024","11","7","00:00","4.7","6.8","Mulet (8/8)","1022.8","86.8","0","0","289.1","5.5","3.7"
"Helsingfors Kajsaniemi","2024","11","7","01:00","4.3","6.2","Mulet (8/8)","1022.8","87.7","0","0","300.6","6.2","4.2"
"Helsingfors Kajsaniemi","2024","11","7","02:00","4.5","6.2","Mulet (8/8)","1022.8","89","0","-","295.1","5.3","3.3"
"Helsingfors Kajsaniemi","2024","11","7","03:00","4.5","6.1","Mulet (8/8)","1022.5","89.3","0","-","289.7","5.1","3.3"
"Helsingfors Kajsaniemi","2024","11","7","04:00","4.3","5.8","Mulet (8/8)","1022.6","90.2","0","-","287.2","5.3","3.4"
"Helsingfors Kajsaniemi","2024","11","7","05:00","4.4","5.7","Mulet (8/8)","1022.8","91","0","-","292.1","5.3","3.3"
"Helsingfors Kajsaniemi","2024","11","7","06:00","4.6","5.8","Mulet (8/8)","1023","91.7","0","-","295.9","5.1","3.3"
"Helsingfors Kajsaniemi","2024","11","7","07:00","4.7","6","Mulet (8/8)","1023.1","91.6","0","-","293.5","5.9","3.6"
"Helsingfors Kajsaniemi","2024","11","7","08:00","4.6","5.9","Mulet (8/8)","1023.3","91.3","0","-","305.8","5.9","3.8"
"Helsingfors Kajsaniemi","2024","11","7","09:00","4.7","6.1","Mulet (8/8)","1024","90.5","0","-","309.4","6.6","4.1"
"Helsingfors Kajsaniemi","2024","11","7","10:00","4.9","6.4","Mulet (8/8)","1024.5","89.9","0","0","303.9","6.1","3.6"
"Helsingfors Kajsaniemi","2024","11","7","11:00","5","7","Mulet (8/8)","1024.8","87","0","0","307.1","5.9","3.8"
"Helsingfors Kajsaniemi","2024","11","7","12:00","4.8","7.5","Mulet (8/8)","1025","83.1","0","0","317.6","7.9","5.1"
"Helsingfors Kajsaniemi","2024","11","7","13:00","4.7","7.6","Mulet (8/8)","1025.5","81.4","0","-","322.8","7.4","4.7"
"Helsingfors Kajsaniemi","2024","11","7","14:00","4.7","7.5","Mulet (8/8)","1026","82.6","0","-","330.6","7.8","5"
"Helsingfors Kajsaniemi","2024","11","7","15:00","4.8","7.8","Mest klart (2/8)","1026.1","81.3","0","-","323.4","6.6","4.1"
"Helsingfors Kajsaniemi","2024","11","7","16:00","4.7","7","Klart (0/8)","1026.8","85","0","-","316.3","6.3","4"
"Helsingfors Kajsaniemi","2024","11","7","17:00","4.4","5.8","Klart (0/8)","1027","91.2","0","-","299.8","4","2.3"
"Helsingfors Kajsaniemi","2024","11","7","18:00","4.6","5.7","Klart (0/8)","1027.4","92.6","0","-","292.8","4.2","2.9"
"Helsingfors Kajsaniemi","2024","11","7","19:00","4.3","5","Klart (0/8)","1027.8","94.7","0","-","302.8","4.2","2.6"
"Helsingfors Kajsaniemi","2024","11","7","20:00","3.9","4.3","Halv klart (4/8)","1028.4","97.1","0","-","318.8","3.7","2.4"
"Helsingfors Kajsaniemi","2024","11","7","21:00","4.8","5.1","Mulet (8/8)","1028.9","97.7","0","-","322.7","6.6","4.1"
"Helsingfors Kajsaniemi","2024","11","7","22:00","5.1","5.6","Mulet (8/8)","1029.1","96.3","0","-","319.9","6.8","4.6"
"Helsingfors Kajsaniemi","2024","11","7","23:00","5.2","6","Mulet (8/8)","1029.7","94.9","0","-","327.7","6.8","4.6"
"Helsingfors Kajsaniemi","2024","11","8","00:00","5.2","6.2","Mulet (8/8)","1030.1","93.7","0","0","328.6","5.9","3.7"
"Helsingfors Kajsaniemi","2024","11","8","01:00","5","6.1","Mulet (8/8)","1030.2","92.8","0","0","319.3","6.1","4"
"Helsingfors Kajsaniemi","2024","11","8","02:00","4.9","6","Mulet (8/8)","1030.6","92.2","0","0","325.7","6.5","4.4"
"Helsingfors Kajsaniemi","2024","11","8","03:00","4.9","6","Molnigt (7/8)","1030.7","93","0","0","320.9","6.1","4.2"
"Helsingfors Kajsaniemi","2024","11","8","04:00","4.8","5.9","Molnigt (7/8)","1030.9","93.3","0","0","316.5","6","4"
"Helsingfors Kajsaniemi","2024","11","8","05:00","4.8","5.6","Mulet (8/8)","1030.9","94.9","0","0","303.4","5.3","3.2"
"Helsingfors Kajsaniemi","2024","11","8","06:00","4.9","5.6","Mulet (8/8)","1031.1","95.8","0","0","307.6","5","3"
"Helsingfors Kajsaniemi","2024","11","8","07:00","5","5.6","Mulet (8/8)","1031.4","95.9","0","0","309.8","4.4","2.4"
"Helsingfors Kajsaniemi","2024","11","8","08:00","4.9","5.6","Molnigt (6/8)","1031.6","95.3","0","0","285.1","3.7","2.4"
"Helsingfors Kajsaniemi","2024","11","8","09:00","4.7","5.4","Mulet (8/8)","1031.8","95.3","0","0","270.7","3.5","2.4"
"Helsingfors Kajsaniemi","2024","11","8","10:00","4.7","5.3","Mulet (8/8)","1032.3","95.8","0","0","274.9","3.4","2.1"
"Helsingfors Kajsaniemi","2024","11","8","11:00","4.8","5.4","Mulet (8/8)","1032.4","96.3","0","0","263.9","4.7","3.4"
"Helsingfors Kajsaniemi","2024","11","8","12:00","5.1","5.7","Molnigt (7/8)","1032.6","95.9","0","0","263.5","4.8","3.1"
"Helsingfors Kajsaniemi","2024","11","8","13:00","5.1","6.7","Klart (1/8)","1032.5","89.3","0","0","264.5","4.2","2.8"
"Helsingfors Kajsaniemi","2024","11","8","14:00","5.1","7","Klart (0/8)","1032.3","87.9","0","0","249.1","3.8","2.7"
"Helsingfors Kajsaniemi","2024","11","8","15:00","5.6","7.3","Klart (0/8)","1031.9","88.7","0","-","261.3","5","3.4"
"Helsingfors Kajsaniemi","2024","11","8","16:00","6.3","7.2","Molnigt (7/8)","1031.5","94","0","-","265.1","5.2","3.4"
"Helsingfors Kajsaniemi","2024","11","8","17:00","6.7","7.3","Klart (0/8)","1031.2","96.2","0","-","256","4.1","2.5"
"Helsingfors Kajsaniemi","2024","11","8","18:00","6.4","7.8","Klart (0/8)","1030.9","90.8","0","-","260.5","5.4","3.7"
"Helsingfors Kajsaniemi","2024","11","8","19:00","6","7.7","Klart (0/8)","1030.7","89.6","0","0","263.1","5.4","3.5"
"Helsingfors Kajsaniemi","2024","11","8","20:00","5.3","7.6","Klart (0/8)","1030.6","85.3","0","0","270","5.8","3.6"
"Helsingfors Kajsaniemi","2024","11","8","21:00","4.8","7.7","Klart (0/8)","1030.5","81.8","0","0","272.3","5.9","3.8"
"Helsingfors Kajsaniemi","2024","11","8","22:00","4.8","7.7","Klart (0/8)","1030.3","81.4","0","-","264.8","6.6","4.1"
"Helsingfors Kajsaniemi","2024","11","8","23:00","4.9","7.8","Klart (0/8)","1030.1","82","0","-","254","5.7","3.7"
"Helsingfors Kajsaniemi","2024","11","9","00:00","5.2","7.9","Klart (0/8)","1029.7","82.4","0","-","257.1","6.2","3.9"
"Helsingfors Kajsaniemi","2024","11","9","01:00","5.2","8.1","Klart (0/8)","1029.3","82.2","0","-","259.6","7.1","4.2"
"Helsingfors Kajsaniemi","2024","11","9","02:00","5.2","8","Klart (0/8)","1029.4","82.7","0","-","268.4","6.6","4"
