"Observationsstation","År","Månad","Dag","Tid [Lokal tid]","Daggpunktstemperatur medelvärde [°C]","Lufttemperatur medelvärde [°C]","Molnighet [1/8]","Lufttryck medelvärde [hPa]","Relativ luftfuktighet medelvärde [%]","Nederbördsmängd medelvärde [mm]","Snödjup medelvärde [cm]","Vindriktning medelvärde [°]","Byvindshastighet medelvärde [m/s]","Vindhastighet medelvärde [m/s]"
"Helsingfors Kajsaniemi","2024","3","3","03:00","-0.1","0.8","Klart (0/8)","1024.3","93","0","14","100","5.5","3.5"
"Helsingfors Kajsaniemi","2024","3","3","04:00","-0.3","0.7","Klart (0/8)","1024.3","93","0","14","103.8","6.3","4.1"
"Helsingfors Kajsaniemi","2024","3","3","05:00","-0.3","0.7","Klart (0/8)","1024.1","93","0","14","101.2","6.3","4.1"
"Helsingfors Kajsaniemi","2024","3","3","06:00","-0.5","0.6","Klart (0/8)","1023.9","92.5","0","14","99.6","6.4","4.2"
"Helsingfors Kajsaniemi","2024","3","3","07:00","-0.6","0.4","Klart (0/8)","1023.6","92.9","0","14","90.9","6.8","4.7"
"Helsingfors Kajsaniemi","2024","3","3","08:00","-0.6","0.3","Molnigt (7/8)","1023.7","93.6","0","14","93.7","6.6","4.1"
"Helsingfors Kajsaniemi","2024","3","3","09:00","-0.5","0.5","Molnigt (7/8)","1023.8","93.1","0","14","95.3","6.8","4.3"
"Helsingfors Kajsaniemi","2024","3","3","10:00","-0.2","1","Mulet (8/8)","1024.2","91.8","0","14.3","93.8","5.8","3.8"
"Helsingfors Kajsaniemi","2024","3","3","11:00","-0.2","1.3","Mulet (8/8)","1024.3","89.3","0","15","96.9","5.9","3.9"
"Helsingfors Kajsaniemi","2024","3","3","12:00","-0.1","1.8","Molnigt (7/8)","1024.2","87.7","0","14.1","88.4","6","4.1"
"Helsingfors Kajsaniemi","2024","3","3","13:00","-0.2","1.7","Mulet (8/8)","1024","87.6","0","14","98","7.2","5.1"
"Helsingfors Kajsaniemi","2024","3","3","14:00","-0.2","1.6","Mulet (8/8)","1023.9","88.1","0","13","96.7","6.7","4.9"
"Helsingfors Kajsaniemi","2024","3","3","15:00","-0.2","1.9","Molnigt (7/8)","1023.7","85.7","0","12.7","94.3","6.3","4.3"
"Helsingfors Kajsaniemi","2024","3","3","16:00","-0.4","0.8","Mulet (8/8)","1023.6","91.4","0","13","90.6","7.1","4.7"
"Helsingfors Kajsaniemi","2024","3","3","17:00","-0.4","0.4","Mulet (8/8)","1023.5","94.6","0","13","87.9","7.1","4.6"
"Helsingfors Kajsaniemi","2024","3","3","18:00","-0.4","0.6","Molnigt (7/8)","1023.5","93","0","12.7","81.1","5.9","3.8"
"Helsingfors Kajsaniemi","2024","3","3","19:00","-0.5","0.4","Mulet (8/8)","1023.7","93.9","0","12.8","67","5.8","3.9"
"Helsingfors Kajsaniemi","2024","3","3","20:00","-0.7","0.1","Klart (1/8)","1023.9","94.5","0","12.3","64.6","5","3.4"
"Helsingfors Kajsaniemi","2024","3","3","21:00","-0.8","-0.2","Molnigt (7/8)","1024","95.8","0","12.4","60.9","4.6","2.9"
"Helsingfors Kajsaniemi","2024","3","3","22:00","-0.9","-0.5","Mulet (8/8)","1024","97.3","0","12.8","85.6","4.4","3"
"Helsingfors Kajsaniemi","2024","3","3","23:00","-1.1","-0.8","Mulet (8/8)","1024.2","98","0","13","82.9","3.6","2.5"
"Helsingfors Kajsaniemi","2024","3","4","00:00","-1.2","-1","Mulet (8/8)","1024.4","98","0","13","57.4","3.3","2.3"
"Helsingfors Kajsaniemi","2024","3","4","01:00","-1.5","-1.2","Molnigheten kan inte fastställas (9/8)","1024.5","98","0","13","66.1","3","2"
"Helsingfors Kajsaniemi","2024","3","4","02:00","-1.5","-1.3","Mulet (8/8)","1024.7","98.8","0","13","56.4","3.2","2.1"
"Helsingfors Kajsaniemi","2024","3","4","03:00","-1.6","-1.4","Mulet (8/8)","1024.7","99","0","13","42.6","3.4","2.1"
"Helsingfors Kajsaniemi","2024","3","4","04:00","-1.8","-1.6","Mulet (8/8)","1024.9","99","0","13","34.3","3.2","2"
"Helsingfors Kajsaniemi","2024","3","4","05:00","-1.8","-1.6","Mulet (8/8)","1024.9","98.7","0","13","30.5","3.6","2.3"
"Helsingfors Kajsaniemi","2024","3","4","06:00","-2.1","-1.9","Mulet (8/8)","1025","98","0","13","25.5","4.1","2.5"
"Helsingfors Kajsaniemi","2024","3","4","07:00","-2.2","-2","Mulet (8/8)","1025.1","98","0","13","41.2","3.3","2.3"
"Helsingfors Kajsaniemi","2024","3","4","08:00","-2.2","-1.9","Mulet (8/8)","1025.2","98","0","13","32","3.3","2"
"Helsingfors Kajsaniemi","2024","3","4","09:00","-2.2","-1.9","Mulet (8/8)","1025.5","98","0","13","28.3","4.4","2.6"
"Helsingfors Kajsaniemi","2024","3","4","10:00","-1.7","-1.3","Molnigt (7/8)","1026","96.8","0","13","38.6","4.2","2.5"
"Helsingfors Kajsaniemi","2024","3","4","11:00","-1.6","-0.4","Molnigt (7/8)","1026.4","92.1","0","13","24.4","4.2","2.4"
"Helsingfors Kajsaniemi","2024","3","4","12:00","-1.4","0","Molnigt (7/8)","1026.9","90","0","13","44.4","4.9","3"
"Helsingfors Kajsaniemi","2024","3","4","13:00","-0.9","1.3","Halv klart (4/8)","1027.1","85.3","0","13","39.5","6.1","3.6"
"Helsingfors Kajsaniemi","2024","3","4","14:00","-0.8","2.3","Klart (0/8)","1027.2","80.1","0","13","29.7","5.7","3.5"
"Helsingfors Kajsaniemi","2024","3","4","15:00","-0.6","2.9","Mest klart (2/8)","1027","77.5","0","13.5","31.6","5.6","3.4"
"Helsingfors Kajsaniemi","2024","3","4","16:00","-0.5","3.2","Klart (0/8)","1026.8","76.4","0","13.3","27.4","5.1","3.2"
"Helsingfors Kajsaniemi","2024","3","4","17:00","-0.3","3.3","Klart (0/8)","1026.9","77.7","0","12.3","30.8","5.7","3.6"
"Helsingfors Kajsaniemi","2024","3","4","18:00","-0.3","3.1","Klart (0/8)","1027","78.2","0","12","46","4.8","3.1"
"Helsingfors Kajsaniemi","2024","3","4","19:00","-0.7","2.7","Klart (0/8)","1027.4","78.4","0","12","44.6","4.9","3.2"
"Helsingfors Kajsaniemi","2024","3","4","20:00","-0.7","1.8","Klart (0/8)","1028.1","83.4","0","12.3","51.8","6.6","3.9"
"Helsingfors Kajsaniemi","2024","3","4","21:00","-1","1.2","Klart (0/8)","1028.7","85","0","12.3","49.7","7","4.1"
"Helsingfors Kajsaniemi","2024","3","4","22:00","-1.2","1.2","Mest klart (3/8)","1029.1","83.9","0","12.5","58.4","7.5","4.8"
"Helsingfors Kajsaniemi","2024","3","4","23:00","-1.1","1.5","Mulet (8/8)","1029.5","83.4","0","12.4","58.9","6.6","4.3"
"Helsingfors Kajsaniemi","2024","3","5","00:00","-0.7","1.8","Mulet (8/8)","1030","84","0","12.8","69.1","6.8","4.1"
"Helsingfors Kajsaniemi","2024","3","5","01:00","-0.8","1.8","Mulet (8/8)","1030.1","83.1","0","13","64.9","7.6","4.7"
"Helsingfors Kajsaniemi","2024","3","5","02:00","-1.3","1.7","Mulet (8/8)","1030.3","80.9","0","13","55.7","6.2","3.7"
"Helsingfors Kajsaniemi","2024","3","5","03:00","-1.3","1.1","Klart (1/8)","1030.5","84.4","0","13","43.4","6.6","4.1"
"Helsingfors Kajsaniemi","2024","3","5","04:00","-1.7","0.3","Klart (0/8)","1030.7","86.4","0","13","49.5","6.5","4.1"
"Helsingfors Kajsaniemi","2024","3","5","05:00","-2.2","-0.4","Klart (0/8)","1031","87.7","0","13","50.3","5.5","3.4"
"Helsingfors Kajsaniemi","2024","3","5","06:00","-2.6","-0.9","Klart (0/8)","1031.3","88.1","0","13","54.6","6.2","3.6"
"Helsingfors Kajsaniemi","2024","3","5","07:00","-2.9","-1.3","Klart (0/8)","1031.5","88.4","0","13","56.9","5.8","3.9"
"Helsingfors Kajsaniemi","2024","3","5","08:00","-3.2","-1.4","Klart (0/8)","1031.8","87.5","0","13","56.7","6.1","3.7"
"Helsingfors Kajsaniemi","2024","3","5","09:00","-3.2","-0.5","Klart (0/8)","1032.3","82","0","13","59.7","6.7","4.5"
"Helsingfors Kajsaniemi","2024","3","5","10:00","-3.3","0.2","Klart (0/8)","1032.6","76.6","0","13","75.7","7.7","4.8"
"Helsingfors Kajsaniemi","2024","3","5","11:00","-3.9","0.6","Klart (1/8)","1032.9","72","0","13","83.1","8.5","5.5"
"Helsingfors Kajsaniemi","2024","3","5","12:00","-4","1.5","Halv klart (4/8)","1032.8","67.3","0","13","93.7","6.8","4.5"
"Helsingfors Kajsaniemi","2024","3","5","13:00","-4.2","1.8","Klart (0/8)","1033","64.4","0","13","104.9","7.4","5.1"
"Helsingfors Kajsaniemi","2024","3","5","14:00","-5.1","1.4","Klart (0/8)","1033.1","61.9","0","13","101.5","8.5","5.7"
"Helsingfors Kajsaniemi","2024","3","5","15:00","-4.8","1.2","Klart (0/8)","1032.9","64.3","0","13","102.9","7.6","5.3"
"Helsingfors Kajsaniemi","2024","3","5","16:00","-4.2","1","Klart (0/8)","1033","68.8","0","13","95.9","7.6","4.8"
"Helsingfors Kajsaniemi","2024","3","5","17:00","-4.9","0.5","Klart (0/8)","1032.9","67.8","0","13","94.9","5.7","3.7"
"Helsingfors Kajsaniemi","2024","3","5","18:00","-4.8","-0.2","Klart (0/8)","1032.8","71.1","0","13.5","98.7","4.5","3.1"
"Helsingfors Kajsaniemi","2024","3","5","19:00","-4.9","-0.8","Klart (0/8)","1032.8","73.9","0","13.4","79.2","3.3","2"
"Helsingfors Kajsaniemi","2024","3","5","20:00","-4.7","-1.1","Klart (0/8)","1033","76.7","0","13.2","59","3.7","2.3"
"Helsingfors Kajsaniemi","2024","3","5","21:00","-5.4","-0.5","Klart (0/8)","1033.1","69.7","0","13","56.8","5.1","3.3"
"Helsingfors Kajsaniemi","2024","3","5","22:00","-5.7","-0.8","Klart (0/8)","1033.3","69.3","0","13","58","4.9","3"
"Helsingfors Kajsaniemi","2024","3","5","23:00","-5.9","-1.3","Klart (0/8)","1033.5","71.1","0","13","58.3","4.6","2.9"
"Helsingfors Kajsaniemi","2024","3","6","00:00","-6.1","-1.9","Klart (0/8)","1033.6","73.6","0","13.1","66","3.8","2.5"
"Helsingfors Kajsaniemi","2024","3","6","01:00","-6.2","-2.2","Klart (0/8)","1033.9","74","0","13","74.8","3.8","2.3"
"Helsingfors Kajsaniemi","2024","3","6","02:00","-6.2","-2.3","Klart (0/8)","1033.9","74.5","0","13.2","56.8","3.4","1.8"
"Helsingfors Kajsaniemi","2024","3","6","03:00","-6.2","-2.8","Klart (0/8)","1033.9","77.3","0","13","42.2","2.4","1.4"
"Helsingfors Kajsaniemi","2024","3","6","04:00","-6","-3.6","Klart (0/8)","1033.9","83.2","0","13","41.8","2.2","1.5"
"Helsingfors Kajsaniemi","2024","3","6","05:00","-6.4","-4.4","Klart (0/8)","1033.9","85.6","0","13","27.2","1.9","1.3"
"Helsingfors Kajsaniemi","2024","3","6","06:00","-6.6","-4.9","Klart (0/8)","1034","88.4","0","13","21.7","1.7","1.1"
"Helsingfors Kajsaniemi","2024","3","6","07:00","-6.7","-5.1","Klart (0/8)","1034","89.3","0","13","117.8","1.4","0.9"
"Helsingfors Kajsaniemi","2024","3","6","08:00","-6.5","-5","Klart (0/8)","1034.1","89.3","0","13","123.4","1.4","0.8"
"Helsingfors Kajsaniemi","2024","3","6","09:00","-5.7","-2","Klart (0/8)","1034.3","76.1","0","13","19.9","1.5","0.9"
"Helsingfors Kajsaniemi","2024","3","6","10:00","-5.4","-0.6","Klart (0/8)","1034.4","70","0","13.3","289.7","1.4","0.8"
"Helsingfors Kajsaniemi","2024","3","6","11:00","-4.7","0.9","Klart (0/8)","1034.2","66.3","0","13.2","299.8","1.9","1.2"
"Helsingfors Kajsaniemi","2024","3","6","12:00","-5","1.8","Klart (0/8)","1033.9","61.3","0","13.4","264.1","2.9","2.1"
"Helsingfors Kajsaniemi","2024","3","6","13:00","-5.5","2.7","Klart (0/8)","1033.5","55.3","0","13.4","261.1","4","2.9"
"Helsingfors Kajsaniemi","2024","3","6","14:00","-4.6","2.8","Klart (0/8)","1033.1","58.6","0","13.9","256.3","3.7","2.6"
"Helsingfors Kajsaniemi","2024","3","6","15:00","-3.6","2.5","Klart (0/8)","1032.5","64.6","0","13.8","241.8","3.5","2.4"
"Helsingfors Kajsaniemi","2024","3","6","16:00","-2.9","2.5","Klart (0/8)","1032","67.7","0","13.2","239.9","3.3","2.1"
"Helsingfors Kajsaniemi","2024","3","6","17:00","-2.9","2.8","Klart (0/8)","1031.5","66.4","0","14","251","2.7","1.7"
"Helsingfors Kajsaniemi","2024","3","6","18:00","-3.5","1.9","Klart (0/8)","1031.3","67.5","0","14","279.3","3.1","2.1"
"Helsingfors Kajsaniemi","2024","3","6","19:00","-5.3","1.2","Klart (0/8)","1030.9","61.9","0","14","280.7","3.7","2.6"
"Helsingfors Kajsaniemi","2024","3","6","20:00","-5.4","0.6","Klart (0/8)","1030.6","64.2","0","13.7","292.8","3.4","2.4"
"Helsingfors Kajsaniemi","2024","3","6","21:00","-5.3","-0.5","Klart (0/8)","1030.5","70.7","0","13.9","309.4","4","2.6"
"Helsingfors Kajsaniemi","2024","3","6","22:00","-5.5","-0.7","Klart (0/8)","1030.1","69.8","0","14","314","4","2.7"
"Helsingfors Kajsaniemi","2024","3","6","23:00","-5.5","-1.5","Klart (0/8)","1029.9","74","0","14","317.2","3.5","2.4"
"Helsingfors Kajsaniemi","2024","3","7","00:00","-4.8","-1.9","Klart (0/8)","1029.6","80.6","0","14","315.2","3.9","2.6"
"Helsingfors Kajsaniemi","2024","3","7","01:00","-4.9","-2.2","Klart (0/8)","1029.7","81.9","0","14","315.9","3.7","2.8"
"Helsingfors Kajsaniemi","2024","3","7","02:00","-5.1","-2.7","Klart (0/8)","1029.7","83.6","0","14","320.4","3.4","2.5"
"Helsingfors Kajsaniemi","2024","3","7","03:00","-5.1","-3.1","Klart (0/8)","1029.6","85.7","0","14","317.2","3.4","2.6"
"Helsingfors Kajsaniemi","2024","3","7","04:00","-5","-3.4","Klart (0/8)","1029.5","88.2","0","14","336.5","3.8","2.4"
"Helsingfors Kajsaniemi","2024","3","7","05:00","-5.2","-3.3","Klart (0/8)","1029.2","86.2","0","14","352.4","4.5","2.7"
"Helsingfors Kajsaniemi","2024","3","7","06:00","-5.6","-3.4","Klart (0/8)","1029.1","84.4","0","14","350.7","4.6","3"
"Helsingfors Kajsaniemi","2024","3","7","07:00","-5.9","-3.7","Klart (0/8)","1028.9","84.5","0","14","178.7","4.4","2.6"
"Helsingfors Kajsaniemi","2024","3","7","08:00","-6.1","-4","Klart (0/8)","1029","85.1","0","14","5.2","4.6","2.7"
"Helsingfors Kajsaniemi","2024","3","7","09:00","-6.4","-4.4","Mulet (8/8)","1029.3","86.1","0","14","78.1","5.1","2.9"
"Helsingfors Kajsaniemi","2024","3","7","10:00","-6.3","-4.8","Mulet (8/8)","1029.3","89.2","0","14","147","4.8","3.2"
"Helsingfors Kajsaniemi","2024","3","7","11:00","-6.1","-4.3","Mulet (8/8)","1029.1","87.3","0","14","191.8","4","2.2"
"Helsingfors Kajsaniemi","2024","3","7","12:00","-5.9","-3.7","Mulet (8/8)","1028.9","84.7","0","14","224.5","2.7","1.6"
"Helsingfors Kajsaniemi","2024","3","7","13:00","-5.6","-3.2","Mulet (8/8)","1028.7","83.5","0","14","106.1","2.8","1.5"
"Helsingfors Kajsaniemi","2024","3","7","14:00","-5.4","-2.8","Mulet (8/8)","1028.4","82.6","0","14","314","2.5","1.6"
"Helsingfors Kajsaniemi","2024","3","7","15:00","-5.2","-2.5","Mulet (8/8)","1027.9","82","0","14","275.4","2.3","1.4"
"Helsingfors Kajsaniemi","2024","3","7","16:00","-5","-1.6","Klart (1/8)","1027.4","77.6","0","14","167.8","1.7","0.9"
"Helsingfors Kajsaniemi","2024","3","7","17:00","-4.8","-2.1","Klart (0/8)","1026.9","81.9","0","14","118.5","2.4","1.7"
"Helsingfors Kajsaniemi","2024","3","7","18:00","-4.7","-2.5","Halv klart (4/8)","1026.5","85.4","0","14","202","2.5","1.7"
"Helsingfors Kajsaniemi","2024","3","7","19:00","-4.6","-3.4","Molnigt (7/8)","1026.3","91.6","0","14","224.1","3.2","2.1"
"Helsingfors Kajsaniemi","2024","3","7","20:00","-4.7","-3.7","Klart (1/8)","1026","93","0","14","230.5","2.4","1.5"
"Helsingfors Kajsaniemi","2024","3","7","21:00","-4.8","-4","Halv klart (5/8)","1025.9","94","0","14","232.5","1.7","1.2"
"Helsingfors Kajsaniemi","2024","3","7","22:00","-4.8","-4.3","Mulet (8/8)","1025.7","96.1","0","14","275.8","1.1","0.6"
"Helsingfors Kajsaniemi","2024","3","7","23:00","-5.1","-4.5","Molnigt (7/8)","1025.3","95.6","0","14","347.8","1.5","0.9"
"Helsingfors Kajsaniemi","2024","3","8","00:00","-5.5","-5","Molnigt (7/8)","1024.9","96.1","0","14","307.4","1.7","1.2"
"Helsingfors Kajsaniemi","2024","3","8","01:00","-6.2","-5.5","Mulet (8/8)","1024.8","94.4","0","14","46.7","4.4","2.8"
"Helsingfors Kajsaniemi","2024","3","8","02:00","-6.3","-5.5","Mulet (8/8)","1024.5","94","0","14","150.4","3.7","2"
"Helsingfors Kajsaniemi","2024","3","8","03:00","-5.7","-4.9","Mulet (8/8)","1024.2","93.8","0","14","55.7","4.2","2.3"
"Helsingfors Kajsaniemi","2024","3","8","04:00","-5.3","-4.5","Mulet (8/8)","1024.2","94.8","0","14","87.4","4.4","2.5"
"Helsingfors Kajsaniemi","2024","3","8","05:00","-5.1","-4.2","Mulet (8/8)","1024.1","93.8","0","14","109.5","4.2","2.4"
"Helsingfors Kajsaniemi","2024","3","8","06:00","-4.7","-3.9","Mulet (8/8)","1024.2","94.7","0","14","26","4.7","2.7"
"Helsingfors Kajsaniemi","2024","3","8","07:00","-4.5","-3.9","Mulet (8/8)","1024.4","95","0","14","46.5","5.2","3.2"
"Helsingfors Kajsaniemi","2024","3","8","08:00","-4.6","-3.9","Mulet (8/8)","1024.8","95","0","14","-","-","-"
"Helsingfors Kajsaniemi","2024","3","8","09:00","-4.8","-4","Mulet (8/8)","1025.1","94.2","0","14","64.7","5.5","3.6"
"Helsingfors Kajsaniemi","2024","3","8","10:00","-4.7","-3.7","Mulet (8/8)","1025.2","93.4","0","14","64","5","3.4"
"Helsingfors Kajsaniemi","2024","3","8","11:00","-4.4","-3.2","Mulet (8/8)","1025.3","91.7","0","14","72.7","5.1","3.5"
"Helsingfors Kajsaniemi","2024","3","8","12:00","-4.1","-2.8","Mulet (8/8)","1025.5","90.7","0","14","57.4","4","2.5"
"Helsingfors Kajsaniemi","2024","3","8","13:00","-4.2","-2.6","Mulet (8/8)","1025.5","89","0","14","68.6","4.8","3"
"Helsingfors Kajsaniemi","2024","3","8","14:00","-4.2","-2.4","Mulet (8/8)","1025.6","87.1","0","14","84.2","3.9","2.5"
"Helsingfors Kajsaniemi","2024","3","8","15:00","-4.1","-2.3","Mulet (8/8)","1025.6","87.7","0","14","39.9","4.2","2.7"
"Helsingfors Kajsaniemi","2024","3","8","16:00","-4.4","-2.5","Mulet (8/8)","1025.5","86.7","0","14","56.7","4","2.3"
"Helsingfors Kajsaniemi","2024","3","8","17:00","-4.4","-2.4","Mulet (8/8)","1025.4","86.7","0","14","36.6","4.2","2.5"
"Helsingfors Kajsaniemi","2024","3","8","18:00","-4.6","-2.5","Mulet (8/8)","1025.2","85.8","0","14","39.6","4.7","2.5"
"Helsingfors Kajsaniemi","2024","3","8","19:00","-4.8","-2.7","Mulet (8/8)","1025.3","85.1","0","14","44.2","4.6","2.8"
"Helsingfors Kajsaniemi","2024","3","8","20:00","-4.9","-2.7","Mulet (8/8)","1025.5","85.3","0","14","53","5.1","3.2"
"Helsingfors Kajsaniemi","2024","3","8","21:00","-4.6","-2.5","Mulet (8/8)","1025.4","85.4","0","14","49.1","3.4","2"
"Helsingfors Kajsaniemi","2024","3","8","22:00","-4.6","-2.7","Molnigt (6/8)","1025.4","87","0","14","318","2.9","1.8"
"Helsingfors Kajsaniemi","2024","3","8","23:00","-4.3","-2.6","Molnigt (7/8)","1025.1","87.9","0","14","325.4","2.7","2.1"
