"Observationsstation","År","Månad","Dag","Tid [Lokal tid]","Daggpunktstemperatur medelvärde [°C]","Lufttemperatur medelvärde [°C]","Molnighet [1/8]","Lufttryck medelvärde [hPa]","Relativ luftfuktighet medelvärde [%]","Nederbördsmängd medelvärde [mm]","Snödjup medelvärde [cm]","Vindriktning medelvärde [°]","Byvindshastighet medelvärde [m/s]","Vindhastighet medelvärde [m/s]"
"Helsingfors Kajsaniemi","2024","9","2","19:00","14","17.9","Klart (0/8)","1022.4","78.1","0","-1","100.2","6.4","4.3"
"Helsingfors Kajsaniemi","2024","9","2","20:00","14.3","17","Klart (1/8)","1022.9","84.4","0","-1","97.4","5","3.3"
"Helsingfors Kajsaniemi","2024","9","2","21:00","15","16.4","Klart (0/8)","1022.9","91.2","0","-1","93.1","5.3","3.4"
"Helsingfors Kajsaniemi","2024","9","2","22:00","15.1","16.1","Klart (0/8)","1023.1","94.2","0","-1","92.6","4.5","3"
"Helsingfors Kajsaniemi","2024","9","2","23:00","15.1","16","Klart (0/8)","1023.1","94.3","0","-1","98.7","4.1","2.6"
"Helsingfors Kajsaniemi","2024","9","3","00:00","15.3","16","Mest klart (3/8)","1023.1","95.8","0","-1","96.4","4.2","2.7"
"Helsingfors Kajsaniemi","2024","9","3","01:00","15.6","16","Mest klart (2/8)","1023.3","97.4","0","-1","103.9","3.9","2.7"
"Helsingfors Kajsaniemi","2024","9","3","02:00","15.7","16","Mest klart (3/8)","1023.3","97.9","0","-1","100.5","3.3","2"
"Helsingfors Kajsaniemi","2024","9","3","03:00","15.5","15.8","Molnigt (7/8)","1023.3","98","0","-1","96","3","2"
"Helsingfors Kajsaniemi","2024","9","3","04:00","15.5","15.8","Molnigt (7/8)","1023.4","98","0","-1","97.1","2.2","1.2"
"Helsingfors Kajsaniemi","2024","9","3","05:00","15.5","15.8","Molnigt (7/8)","1023.3","98","0","-1","82.3","3.4","2.3"
"Helsingfors Kajsaniemi","2024","9","3","06:00","15.6","15.8","Mulet (8/8)","1023.5","98","0","-1","126.6","2.7","1.7"
"Helsingfors Kajsaniemi","2024","9","3","07:00","15.8","16.1","Mulet (8/8)","1023.7","98","0","-1","107.5","1.8","1.1"
"Helsingfors Kajsaniemi","2024","9","3","08:00","16","16.4","Mulet (8/8)","1023.9","97.5","0","-1","147","1.8","1.2"
"Helsingfors Kajsaniemi","2024","9","3","09:00","16.1","16.8","Mulet (8/8)","1024.2","95.4","0","-1","54.2","2.5","1.6"
"Helsingfors Kajsaniemi","2024","9","3","10:00","16.4","17.7","Mulet (8/8)","1024.2","92.3","0","-1","58.2","2.5","1.3"
"Helsingfors Kajsaniemi","2024","9","3","11:00","16.8","18.4","Mulet (8/8)","1024.5","90.7","0","-1","87.4","2.4","1.5"
"Helsingfors Kajsaniemi","2024","9","3","12:00","17.2","19.2","Mulet (8/8)","1024.7","88.4","0","-1","164.4","1.9","1"
"Helsingfors Kajsaniemi","2024","9","3","13:00","17.2","20.3","Molnigt (7/8)","1024.9","82.1","0","-1","194.2","1.8","1"
"Helsingfors Kajsaniemi","2024","9","3","14:00","17.3","20.8","Molnigt (7/8)","1025","80.5","0","-1","279.1","3.2","2"
"Helsingfors Kajsaniemi","2024","9","3","15:00","17.2","21.5","Mulet (8/8)","1025","76.7","0","-1","205.5","2.4","1.2"
"Helsingfors Kajsaniemi","2024","9","3","16:00","17.4","20.9","Mulet (8/8)","1025.3","80.3","0","-1","270.8","3.7","2.3"
"Helsingfors Kajsaniemi","2024","9","3","17:00","17.5","20.8","Molnigt (7/8)","1025.5","81.4","0","-1","180.6","2.2","1.1"
"Helsingfors Kajsaniemi","2024","9","3","18:00","17.5","21.3","Mest klart (2/8)","1025.5","79.1","0","-1","179.6","3.2","1.8"
"Helsingfors Kajsaniemi","2024","9","3","19:00","17.4","20.6","Klart (0/8)","1025.7","82.3","0","-1","175.7","2.6","1.5"
"Helsingfors Kajsaniemi","2024","9","3","20:00","17.2","18.6","Klart (1/8)","1026","91.6","0","-1","144.6","1.8","1.2"
"Helsingfors Kajsaniemi","2024","9","3","21:00","17","17.6","Molnigt (6/8)","1026.3","95.6","0","-1","67.6","0.9","0.5"
"Helsingfors Kajsaniemi","2024","9","3","22:00","16.7","17.1","Mest klart (2/8)","1026.7","97.1","0","-1","281.5","1.3","0.7"
"Helsingfors Kajsaniemi","2024","9","3","23:00","16.5","16.8","Klart (0/8)","1026.8","98","0","-1","51.7","0.8","0.3"
"Helsingfors Kajsaniemi","2024","9","4","00:00","16.4","16.6","Molnigt (6/8)","1027.1","98","0","-1","75.8","1.5","0.7"
"Helsingfors Kajsaniemi","2024","9","4","01:00","16.3","16.6","Mest klart (3/8)","1027.2","98.5","0","-1","39.1","1.8","1"
"Helsingfors Kajsaniemi","2024","9","4","02:00","16.3","16.5","Molnigt (6/8)","1027.3","99","0","-1","47.1","1.8","0.8"
"Helsingfors Kajsaniemi","2024","9","4","03:00","15.9","16.1","Klart (0/8)","1027.5","99","0","-1","31.7","1.7","1"
"Helsingfors Kajsaniemi","2024","9","4","04:00","15.8","16","Klart (0/8)","1027.4","99","0","-1","38.5","2.3","1.3"
"Helsingfors Kajsaniemi","2024","9","4","05:00","15.6","15.8","Klart (0/8)","1027.4","99","0","-1","29","2","1"
"Helsingfors Kajsaniemi","2024","9","4","06:00","15.7","15.9","Klart (0/8)","1027.6","99","0","-1","65","2.3","1.3"
"Helsingfors Kajsaniemi","2024","9","4","07:00","15.6","15.8","Mest klart (2/8)","1027.6","99","0","-1","61","1.7","1"
"Helsingfors Kajsaniemi","2024","9","4","08:00","16.4","16.6","Mest klart (2/8)","1027.8","99","0","-1","48.5","1.5","0.9"
"Helsingfors Kajsaniemi","2024","9","4","09:00","17.3","17.6","Klart (1/8)","1028","98.6","0","-1","90.5","3.1","2.1"
"Helsingfors Kajsaniemi","2024","9","4","10:00","18","19.1","Molnigt (6/8)","1028.3","93","0","-1","102.3","4.1","2.4"
"Helsingfors Kajsaniemi","2024","9","4","11:00","18","20.1","Klart (0/8)","1028.7","88.2","0","-1","112.2","3.2","2.2"
"Helsingfors Kajsaniemi","2024","9","4","12:00","17.6","22.3","Klart (0/8)","1028.7","75","0","-1","110.1","3.5","2.3"
"Helsingfors Kajsaniemi","2024","9","4","13:00","17.3","22.6","Klart (0/8)","1029","72.2","0","-1","114.8","4.1","2.8"
"Helsingfors Kajsaniemi","2024","9","4","14:00","16.7","23.1","Klart (0/8)","1029.2","67.2","0","-1","114.4","4.5","3.3"
"Helsingfors Kajsaniemi","2024","9","4","15:00","16.6","23.5","Klart (0/8)","1029.2","65.3","0","-1","111.8","4.8","3.3"
"Helsingfors Kajsaniemi","2024","9","4","16:00","16.7","23.9","Klart (0/8)","1029.1","64","0","-1","108.8","4.7","3.2"
"Helsingfors Kajsaniemi","2024","9","4","17:00","15.1","24.1","Klart (0/8)","1028.9","57.1","0","-1","118.1","4.7","3.3"
"Helsingfors Kajsaniemi","2024","9","4","18:00","14.2","23.4","Klart (0/8)","1028.8","56.2","0","-1","109.3","4.3","3.1"
"Helsingfors Kajsaniemi","2024","9","4","19:00","13.1","22.2","Klart (0/8)","1028.8","56.2","0","-1","100.4","4.8","3.2"
"Helsingfors Kajsaniemi","2024","9","4","20:00","13.1","20.8","Klart (0/8)","1029","61.5","0","-1","99","4.6","3"
"Helsingfors Kajsaniemi","2024","9","4","21:00","13.5","19.1","Klart (0/8)","1029.3","69.9","0","-1","88.2","3.4","2.5"
"Helsingfors Kajsaniemi","2024","9","4","22:00","13.4","17.8","Klart (0/8)","1029.5","75.7","0","-1","81.3","2.7","1.8"
"Helsingfors Kajsaniemi","2024","9","4","23:00","13.2","17.1","Klart (0/8)","1029.6","78.3","0","-1","84.8","2.8","2"
"Helsingfors Kajsaniemi","2024","9","5","00:00","13.2","16.5","Klart (0/8)","1029.8","80.7","0","-1","79","2.5","1.7"
"Helsingfors Kajsaniemi","2024","9","5","01:00","13.4","15.9","Klart (0/8)","1030.1","85.1","0","-1","66.4","1.9","1.1"
"Helsingfors Kajsaniemi","2024","9","5","02:00","13.1","15.4","Klart (0/8)","1030.3","86.4","0","-1","48.1","2.1","1.3"
"Helsingfors Kajsaniemi","2024","9","5","03:00","13","14.9","Klart (0/8)","1030.3","88.6","0","-1","80.5","2.6","1.6"
"Helsingfors Kajsaniemi","2024","9","5","04:00","13.7","14.9","Klart (0/8)","1030.5","92","0","-1","72.7","2.2","1.1"
"Helsingfors Kajsaniemi","2024","9","5","05:00","13.9","14.8","Klart (0/8)","1030.6","94.1","0","-1","52.8","1.9","1.2"
"Helsingfors Kajsaniemi","2024","9","5","06:00","13.8","14.5","Klart (0/8)","1030.8","96","0","-1","48.7","1.6","0.8"
"Helsingfors Kajsaniemi","2024","9","5","07:00","14","14.5","Klart (0/8)","1031","97.1","0","-1","49.4","1.5","0.7"
"Helsingfors Kajsaniemi","2024","9","5","08:00","14.9","15.3","Klart (0/8)","1031.2","98","0","-1","55.7","2.1","1.3"
"Helsingfors Kajsaniemi","2024","9","5","09:00","16.6","19","Klart (0/8)","1031.4","86","0","-1","78.9","2.3","1.4"
"Helsingfors Kajsaniemi","2024","9","5","10:00","17","20.5","Klart (0/8)","1031.5","80.1","0","-1","86.5","2.6","1.7"
"Helsingfors Kajsaniemi","2024","9","5","11:00","18","21.9","Klart (0/8)","1031.6","78.6","0","-1","110.7","3.5","2.2"
"Helsingfors Kajsaniemi","2024","9","5","12:00","17.2","23.7","Klart (0/8)","1031.6","67.1","0","-1","105.9","4.2","2.8"
"Helsingfors Kajsaniemi","2024","9","5","13:00","16.8","24.5","Klart (0/8)","1031.6","62.1","0","-1","110","4.7","3.2"
"Helsingfors Kajsaniemi","2024","9","5","14:00","16.8","24.7","Klart (0/8)","1031.5","61.7","0","-1","110","4.6","3.2"
"Helsingfors Kajsaniemi","2024","9","5","15:00","15.6","24.8","Klart (0/8)","1031.4","56.8","0","-1","108.8","4.5","3"
"Helsingfors Kajsaniemi","2024","9","5","16:00","15.6","24.6","Klart (0/8)","1031","57.2","0","-1","118.4","4.4","2.9"
"Helsingfors Kajsaniemi","2024","9","5","17:00","15.8","23.3","Klart (0/8)","1030.8","62.7","0","-1","123.5","4.6","3.2"
"Helsingfors Kajsaniemi","2024","9","5","18:00","15.6","22.5","Klart (0/8)","1030.7","64.7","0","-1","119.5","4.5","3.3"
"Helsingfors Kajsaniemi","2024","9","5","19:00","15.8","22.1","Klart (0/8)","1030.5","67.4","0","-1","114.1","3.1","2.3"
"Helsingfors Kajsaniemi","2024","9","5","20:00","14.9","21","Klart (0/8)","1030.3","68","0","-1","99.2","3","2"
"Helsingfors Kajsaniemi","2024","9","5","21:00","15.2","19.2","Klart (0/8)","1030.4","77.4","0","-1","93.9","2.7","1.7"
"Helsingfors Kajsaniemi","2024","9","5","22:00","15.6","18.4","Klart (0/8)","1030.4","84","0","-1","93.3","3","1.8"
"Helsingfors Kajsaniemi","2024","9","5","23:00","16.2","18","Klart (0/8)","1030.5","89.5","0","-1","99.1","2.9","1.9"
"Helsingfors Kajsaniemi","2024","9","6","00:00","16.1","17.2","Klart (0/8)","1030.7","93","0","-1","90.2","2.4","1.5"
"Helsingfors Kajsaniemi","2024","9","6","01:00","16.2","17.1","Klart (0/8)","1030.7","94.4","0","-1","91.6","2.8","1.7"
"Helsingfors Kajsaniemi","2024","9","6","02:00","15.7","16.3","Klart (0/8)","1030.9","96.5","0","-1","48.8","1.3","0.6"
"Helsingfors Kajsaniemi","2024","9","6","03:00","15.4","15.8","Klart (0/8)","1030.8","97.7","0","-1","65.7","1.6","0.9"
"Helsingfors Kajsaniemi","2024","9","6","04:00","15.1","15.4","Klart (0/8)","1030.7","98","0","-1","66.6","1.5","0.8"
"Helsingfors Kajsaniemi","2024","9","6","05:00","14.8","15","Klart (0/8)","1030.7","98.2","0","-1","39","1","0.4"
"Helsingfors Kajsaniemi","2024","9","6","06:00","14.3","14.6","Klart (0/8)","1030.7","99","0","-1","45.2","1.4","0.9"
"Helsingfors Kajsaniemi","2024","9","6","07:00","14","14.2","Klart (0/8)","1030.7","99","0","-1","63.5","1.9","1.1"
"Helsingfors Kajsaniemi","2024","9","6","08:00","15.4","15.6","Klart (0/8)","1030.7","99","0","-1","89.9","2.6","1.6"
"Helsingfors Kajsaniemi","2024","9","6","09:00","17.4","18.4","Klart (0/8)","1030.6","93.6","0","-1","89.1","2.2","1.3"
"Helsingfors Kajsaniemi","2024","9","6","10:00","16.8","19.6","Klart (0/8)","1030.8","83.8","0","-1","116.3","4.4","3.1"
"Helsingfors Kajsaniemi","2024","9","6","11:00","16.8","20.1","Klart (0/8)","1030.8","81.1","0","-1","120.7","4.8","3.2"
"Helsingfors Kajsaniemi","2024","9","6","12:00","14.9","20.9","Klart (0/8)","1030.7","68.6","0","-1","120.4","4.9","3.2"
"Helsingfors Kajsaniemi","2024","9","6","13:00","13.8","21.6","Klart (0/8)","1030.6","61.4","0","-1","128.5","5.8","3.7"
"Helsingfors Kajsaniemi","2024","9","6","14:00","14.4","21.2","Klart (0/8)","1030.4","65.1","0","-1","119.9","5.8","4.2"
"Helsingfors Kajsaniemi","2024","9","6","15:00","14.6","21.1","Klart (0/8)","1030","66.5","0","-1","112.1","6","4.2"
"Helsingfors Kajsaniemi","2024","9","6","16:00","14.6","20.8","Klart (0/8)","1029.7","67.4","0","-1","115.8","5.8","4"
"Helsingfors Kajsaniemi","2024","9","6","17:00","14.5","20.3","Klart (0/8)","1029.2","69.2","0","-1","116.5","5.5","4.1"
"Helsingfors Kajsaniemi","2024","9","6","18:00","14","20.2","Klart (0/8)","1028.6","67.4","0","-1","118.1","4.9","3.7"
"Helsingfors Kajsaniemi","2024","9","6","19:00","14.7","19.7","Klart (0/8)","1028.3","72.9","0","-1","115.7","5","3.5"
"Helsingfors Kajsaniemi","2024","9","6","20:00","15.2","18.9","Klart (0/8)","1028.1","79.3","0","-1","94.7","4.4","2.9"
"Helsingfors Kajsaniemi","2024","9","6","21:00","15.1","18.3","Klart (0/8)","1028","81.6","0","-1","87.9","5","3.4"
"Helsingfors Kajsaniemi","2024","9","6","22:00","15.3","17.6","Klart (0/8)","1027.9","86.1","0","-1","95","4.4","2.8"
"Helsingfors Kajsaniemi","2024","9","6","23:00","15.3","16.9","Klart (0/8)","1027.8","90.2","0","-1","112.4","3.8","2.4"
"Helsingfors Kajsaniemi","2024","9","7","00:00","14.9","18.4","Klart (0/8)","1027.7","80.2","0","-1","165.8","5.7","3.3"
"Helsingfors Kajsaniemi","2024","9","7","01:00","14.5","18.3","Klart (0/8)","1027.5","78.7","0","-1","172.8","5.4","3.3"
"Helsingfors Kajsaniemi","2024","9","7","02:00","14.7","17.8","Klart (0/8)","1027.4","82.1","0","-1","171","4.8","2.8"
"Helsingfors Kajsaniemi","2024","9","7","03:00","14.6","17.1","Klart (0/8)","1027.2","86","0","-1","166.5","3.5","2.2"
"Helsingfors Kajsaniemi","2024","9","7","04:00","14.2","15.8","Klart (0/8)","1026.9","90.6","0","-1","180.2","1.9","1"
"Helsingfors Kajsaniemi","2024","9","7","05:00","14.1","14.7","Klart (0/8)","1026.7","96.2","0","-1","111.5","1.6","0.9"
"Helsingfors Kajsaniemi","2024","9","7","06:00","13.8","14.2","Klart (0/8)","1026.5","97.7","0","-1","114.7","1.5","1.1"
"Helsingfors Kajsaniemi","2024","9","7","07:00","14","14.2","Klart (0/8)","1026.3","98.1","0","-1","112.7","1.7","1.2"
"Helsingfors Kajsaniemi","2024","9","7","08:00","15","15.2","Klart (0/8)","1026.2","98.4","0","-1","108","1.9","1.3"
"Helsingfors Kajsaniemi","2024","9","7","09:00","16.3","18.5","Klart (1/8)","1026.2","87","0","-1","136.1","3.4","2"
"Helsingfors Kajsaniemi","2024","9","7","10:00","15.9","19.3","Klart (0/8)","1026.2","80.5","0","-1","154.8","3.3","2.2"
"Helsingfors Kajsaniemi","2024","9","7","11:00","15.6","19.7","Klart (0/8)","1026.3","77.5","0","-1","159","3.4","2.1"
"Helsingfors Kajsaniemi","2024","9","7","12:00","15.2","20.5","Klart (0/8)","1026.2","71.9","0","-1","126.2","3.8","2.7"
"Helsingfors Kajsaniemi","2024","9","7","13:00","14.6","21.2","Klart (0/8)","1026.1","65.8","0","-1","134.2","4","2.5"
"Helsingfors Kajsaniemi","2024","9","7","14:00","15.1","21.7","Klart (0/8)","1026","66.3","0","-1","145.4","3.9","2.6"
"Helsingfors Kajsaniemi","2024","9","7","15:00","15.3","21.7","Klart (0/8)","1025.9","66.7","0","-1","130.6","3.7","2.5"
"Helsingfors Kajsaniemi","2024","9","7","16:00","15.4","21.3","Klart (0/8)","1025.6","69.3","0","-1","133.4","3.3","2.2"
"Helsingfors Kajsaniemi","2024","9","7","17:00","15.1","21.4","Klart (0/8)","1025.3","67.5","0","-1","124.9","3.3","2.3"
"Helsingfors Kajsaniemi","2024","9","7","18:00","15.1","21.2","Klart (0/8)","1025","68","0","-1","125.6","2.7","1.8"
"Helsingfors Kajsaniemi","2024","9","7","19:00","15.4","20.6","Klart (0/8)","1024.8","72.2","0","-1","124.7","2.4","1.8"
"Helsingfors Kajsaniemi","2024","9","7","20:00","15.2","19.6","Klart (0/8)","1024.9","75.9","0","-1","115","2.6","1.9"
"Helsingfors Kajsaniemi","2024","9","7","21:00","15.6","18","Klart (1/8)","1024.9","86.1","0","-1","104.5","1.9","1.2"
"Helsingfors Kajsaniemi","2024","9","7","22:00","15.8","17","Klart (1/8)","1025.1","92.8","0","-1","110.6","2","1.5"
"Helsingfors Kajsaniemi","2024","9","7","23:00","16","16.8","Mest klart (2/8)","1025.1","95.2","0","-1","111.9","1.3","0.8"
"Helsingfors Kajsaniemi","2024","9","8","00:00","15.9","16.5","Klart (0/8)","1024.9","96.7","0","-1","111.6","1.2","0.9"
"Helsingfors Kajsaniemi","2024","9","8","01:00","15.8","16.2","Klart (1/8)","1024.8","97.7","0","-1","103.8","1.3","1"
"Helsingfors Kajsaniemi","2024","9","8","02:00","15.5","15.8","Klart (0/8)","1024.6","98","0","-1","95.3","0.9","0.7"
"Helsingfors Kajsaniemi","2024","9","8","03:00","15.3","15.5","Klart (0/8)","1024.5","98.1","0","-1","75.6","0.9","0.5"
"Helsingfors Kajsaniemi","2024","9","8","04:00","15.1","15.3","Mest klart (3/8)","1024.7","99","0","-1","114.4","1.1","0.8"
"Helsingfors Kajsaniemi","2024","9","8","05:00","14.7","14.9","Klart (0/8)","1024.5","99","0","-1","88.1","1","0.8"
"Helsingfors Kajsaniemi","2024","9","8","06:00","14.7","14.8","Klart (0/8)","1024.4","99","0","-1","109.3","1.1","0.8"
"Helsingfors Kajsaniemi","2024","9","8","07:00","14.5","14.7","Klart (0/8)","1024.3","99","0","-1","102.2","1.3","0.9"
"Helsingfors Kajsaniemi","2024","9","8","08:00","15.3","15.4","Klart (1/8)","1024.2","99","0","-1","103.1","1.5","1"
"Helsingfors Kajsaniemi","2024","9","8","09:00","17.6","17.8","Klart (0/8)","1024.2","98.2","0","-1","112.6","2.8","1.8"
"Helsingfors Kajsaniemi","2024","9","8","10:00","16.3","20.1","Klart (0/8)","1024.1","78.8","0","-1","116.6","3.3","2.4"
"Helsingfors Kajsaniemi","2024","9","8","11:00","15.2","20.8","Klart (0/8)","1024.2","70.5","0","-1","127.4","4.1","2.7"
"Helsingfors Kajsaniemi","2024","9","8","12:00","15.1","21.4","Klart (0/8)","1024.1","67.6","0","-1","103.1","4.8","3.3"
"Helsingfors Kajsaniemi","2024","9","8","13:00","13.1","21.9","Klart (0/8)","1023.7","57.4","0","-1","111.5","5","3.6"
"Helsingfors Kajsaniemi","2024","9","8","14:00","15.2","21.3","Klart (0/8)","1023.4","68.4","0","-1","-","-","-"
"Helsingfors Kajsaniemi","2024","9","8","15:00","15.1","21.5","Klart (0/8)","1023.1","67","0","-1","117.5","5.7","3.7"
"Helsingfors Kajsaniemi","2024","9","8","16:00","14.8","21.4","Klart (0/8)","1022.7","66.1","0","-1","115.8","4.4","2.9"
"Helsingfors Kajsaniemi","2024","9","8","17:00","14.7","21.4","Klart (0/8)","1022.1","65.9","0","-1","114","4.6","3.5"
"Helsingfors Kajsaniemi","2024","9","8","18:00","15.3","21.1","Klart (0/8)","1021.7","69.3","0","-1","113.6","4.2","3.1"
"Helsingfors Kajsaniemi","2024","9","8","19:00","16","20.5","Klart (0/8)","1021.3","75.2","0","-1","106.6","4.2","2.8"
"Helsingfors Kajsaniemi","2024","9","8","20:00","16.2","19.8","Klart (0/8)","1020.9","79.7","0","-1","102","3.6","2.3"
"Helsingfors Kajsaniemi","2024","9","8","21:00","16","18.8","Klart (0/8)","1020.9","84","0","-1","103.3","3.2","2"
"Helsingfors Kajsaniemi","2024","9","8","22:00","15.8","17.7","Klart (0/8)","1020.7","88.1","0","-1","103.1","3","2"
"Helsingfors Kajsaniemi","2024","9","8","23:00","15.6","18.8","Klart (0/8)","1020.6","81.4","0","-1","147.4","4.2","2.5"
"Helsingfors Kajsaniemi","2024","9","9","00:00","15.1","19.4","Klart (0/8)","1020.4","76.7","0","-1","170.9","4.7","2.8"
"Helsingfors Kajsaniemi","2024","9","9","01:00","14.7","19.1","Klart (0/8)","1020.2","75.8","0","-1","177.3","4.8","2.7"
"Helsingfors Kajsaniemi","2024","9","9","02:00","14.1","18.8","Klart (0/8)","1020","73.8","0","-1","-","-","-"
