"Observationsstation","År","Månad","Dag","Tid [Lokal tid]","Daggpunktstemperatur medelvärde [°C]","Lufttemperatur medelvärde [°C]","Molnighet [1/8]","Lufttryck medelvärde [hPa]","Relativ luftfuktighet medelvärde [%]","Nederbördsmängd medelvärde [mm]","Snödjup medelvärde [cm]","Vindriktning medelvärde [°]","Byvindshastighet medelvärde [m/s]","Vindhastighet medelvärde [m/s]"
"Helsingfors Kajsaniemi","2024","7","2","07:00","13.9","15.9","Klart (0/8)","1002.5","88.4","0","-1","224.1","5.8","3.1"
"Helsingfors Kajsaniemi","2024","7","2","08:00","14.2","16.9","Klart (0/8)","1002.6","84.3","0","-1","219.3","7.1","4.2"
"Helsingfors Kajsaniemi","2024","7","2","09:00","14.6","17.6","Klart (0/8)","1002.2","82.7","0","-1","218","7.9","4.9"
"Helsingfors Kajsaniemi","2024","7","2","10:00","14.5","18.1","Klart (0/8)","1001.9","79.8","0","-1","216.1","7.5","5.1"
"Helsingfors Kajsaniemi","2024","7","2","11:00","14.5","18.4","Klart (0/8)","1002.2","77.9","0","-1","214.3","8","5.3"
"Helsingfors Kajsaniemi","2024","7","2","12:00","13.6","19.3","Klart (0/8)","1002","69.6","0","-1","215.2","9.4","6.7"
"Helsingfors Kajsaniemi","2024","7","2","13:00","12.9","20.2","Klart (0/8)","1001.9","62.7","0","-1","213.9","8.9","6"
"Helsingfors Kajsaniemi","2024","7","2","14:00","11.2","20.5","Klart (0/8)","1001.5","55.2","0","-1","215.6","9.1","5.9"
"Helsingfors Kajsaniemi","2024","7","2","15:00","10.5","20.8","Klart (0/8)","1001.4","51.8","0","-1","219.2","9.4","5.7"
"Helsingfors Kajsaniemi","2024","7","2","16:00","10.6","20.7","Klart (1/8)","1001.3","52.4","0","-1","212.8","9.3","6.1"
"Helsingfors Kajsaniemi","2024","7","2","17:00","9.6","20.7","Klart (0/8)","1001.2","48.9","0","-1","224.4","8.2","5.4"
"Helsingfors Kajsaniemi","2024","7","2","18:00","9.8","20.3","Klart (1/8)","1001","51.1","0","-1","228.1","7.5","4.5"
"Helsingfors Kajsaniemi","2024","7","2","19:00","9.2","20.2","Klart (0/8)","1000.9","49.5","0","-1","231.3","7.8","4.7"
"Helsingfors Kajsaniemi","2024","7","2","20:00","10.4","18.8","Mest klart (3/8)","1000.6","58.1","0","-1","221.1","6.7","4"
"Helsingfors Kajsaniemi","2024","7","2","21:00","10.7","18.1","Mest klart (2/8)","1000.5","62.2","0","-1","233.7","6.9","4.3"
"Helsingfors Kajsaniemi","2024","7","2","22:00","11.5","17.1","Klart (0/8)","1000.4","69.4","0","-1","239","6.2","3.9"
"Helsingfors Kajsaniemi","2024","7","2","23:00","11.5","16","Klart (0/8)","1000.7","74.6","0","-1","232.1","6.1","3.5"
"Helsingfors Kajsaniemi","2024","7","3","00:00","11.2","15.7","Klart (0/8)","1000.6","74.8","0","-1","241.3","5.8","3.5"
"Helsingfors Kajsaniemi","2024","7","3","01:00","11.3","15.4","Klart (0/8)","1000.7","77","0","-1","251.1","4.1","2.5"
"Helsingfors Kajsaniemi","2024","7","3","02:00","11.2","14.5","Klart (1/8)","1000.7","81.2","0","-1","260.3","4.1","2.5"
"Helsingfors Kajsaniemi","2024","7","3","03:00","11.2","14.2","Klart (1/8)","1000.2","82.4","0","-1","276.5","3.7","2.3"
"Helsingfors Kajsaniemi","2024","7","3","04:00","11.3","13.5","Molnigt (7/8)","999.8","86.7","0","-1","281.8","2.7","1.8"
"Helsingfors Kajsaniemi","2024","7","3","05:00","11.5","13.8","Molnigt (7/8)","999.7","85.5","0","-1","262.7","3","2"
"Helsingfors Kajsaniemi","2024","7","3","06:00","11.8","14.5","Molnigt (7/8)","999.6","84.2","0","-1","263.8","2.8","2"
"Helsingfors Kajsaniemi","2024","7","3","07:00","12.3","14.7","Halv klart (5/8)","999.4","85.7","0","-1","254.5","2.1","1.5"
"Helsingfors Kajsaniemi","2024","7","3","08:00","11.9","15.3","Mulet (8/8)","999.5","80.7","0","-1","250.8","2.5","1.7"
"Helsingfors Kajsaniemi","2024","7","3","09:00","12.3","15","Mulet (8/8)","999.6","83.5","0.03","-1","221.2","3.8","2.6"
"Helsingfors Kajsaniemi","2024","7","3","10:00","12.9","14","Mulet (8/8)","999.5","93.3","0.2","-1","232.6","3.1","1.9"
"Helsingfors Kajsaniemi","2024","7","3","11:00","12.9","13.8","Mulet (8/8)","999.4","93.8","0.2","-1","220","3.2","2.3"
"Helsingfors Kajsaniemi","2024","7","3","12:00","13","14","Mulet (8/8)","999.5","93.8","0.13","-1","230","3.2","2.2"
"Helsingfors Kajsaniemi","2024","7","3","13:00","12.2","13.6","Mulet (8/8)","999.7","90.9","0.18","-1","245.2","3.4","2.3"
"Helsingfors Kajsaniemi","2024","7","3","14:00","13.2","14.6","Molnigt (7/8)","1000","91.1","0.05","-1","241.8","3.7","2.2"
"Helsingfors Kajsaniemi","2024","7","3","15:00","13.8","15.1","Mulet (8/8)","1000.3","91.7","0.07","-1","243.8","3.6","2.3"
"Helsingfors Kajsaniemi","2024","7","3","16:00","13.7","16.2","Molnigt (7/8)","1000.6","85.5","0.02","-1","252.2","3.6","1.8"
"Helsingfors Kajsaniemi","2024","7","3","17:00","13.1","17.1","Halv klart (4/8)","1000.9","77.4","0","-1","228.4","4.3","2.7"
"Helsingfors Kajsaniemi","2024","7","3","18:00","12.6","16.5","Molnigt (7/8)","1001.2","77.9","0","-1","223","5.1","3.3"
"Helsingfors Kajsaniemi","2024","7","3","19:00","11.9","16.4","Klart (0/8)","1001.7","75","0","-1","214.1","5","3.1"
"Helsingfors Kajsaniemi","2024","7","3","20:00","12.1","16.2","Molnigt (7/8)","1002.1","77","0","-1","223.1","6.6","4.1"
"Helsingfors Kajsaniemi","2024","7","3","21:00","12.2","16.2","Klart (1/8)","1002.6","77.1","0","-1","216.5","6.8","4.4"
"Helsingfors Kajsaniemi","2024","7","3","22:00","12.8","15.7","Klart (0/8)","1003.1","83.1","0","-1","222.7","6.3","3.7"
"Helsingfors Kajsaniemi","2024","7","3","23:00","13","15.2","Klart (0/8)","1003.6","86.6","0","-1","213.9","5.2","2.8"
"Helsingfors Kajsaniemi","2024","7","4","00:00","12.8","15.2","Klart (0/8)","1004","85.7","0","-1","221.7","3.9","2.4"
"Helsingfors Kajsaniemi","2024","7","4","01:00","12.5","14","Klart (0/8)","1004.3","90.6","0","-1","230.5","2.4","1.4"
"Helsingfors Kajsaniemi","2024","7","4","02:00","12.5","13.2","Klart (1/8)","1004.6","94.8","0","-1","167.4","1.6","1"
"Helsingfors Kajsaniemi","2024","7","4","03:00","12.8","13.3","Molnigt (7/8)","1004.7","96.9","0","-1","99.1","1.9","1.3"
"Helsingfors Kajsaniemi","2024","7","4","04:00","13.6","14.4","Klart (1/8)","1005","94.9","0","-1","135.1","3.1","2.1"
"Helsingfors Kajsaniemi","2024","7","4","05:00","14.3","14.9","Halv klart (4/8)","1005.1","96","0","-1","175.3","3.3","1.9"
"Helsingfors Kajsaniemi","2024","7","4","06:00","14.8","15.6","Halv klart (4/8)","1005.2","94.8","0","-1","189.1","4.4","2.6"
"Helsingfors Kajsaniemi","2024","7","4","07:00","14.7","16","Molnigt (7/8)","1005.6","91.7","0","-1","198.2","5.9","3.6"
"Helsingfors Kajsaniemi","2024","7","4","08:00","13.5","16.4","Molnigt (7/8)","1005.9","83.2","0","-1","202.1","6.4","3.7"
"Helsingfors Kajsaniemi","2024","7","4","09:00","13.5","16.3","Molnigt (7/8)","1006.2","83","0","-1","188","6.5","3.6"
"Helsingfors Kajsaniemi","2024","7","4","10:00","13.2","17.2","Mest klart (3/8)","1006.4","77.6","0","-1","183.2","7.3","4.2"
"Helsingfors Kajsaniemi","2024","7","4","11:00","12.2","17.6","Halv klart (4/8)","1006.5","70.7","0","-1","184.2","7.7","4.5"
"Helsingfors Kajsaniemi","2024","7","4","12:00","12.3","17.8","Mest klart (3/8)","1006.8","70.5","0","-1","178.7","7.1","4.5"
"Helsingfors Kajsaniemi","2024","7","4","13:00","11.8","18.5","Halv klart (4/8)","1006.8","65","0","-1","185.3","7.1","4.3"
"Helsingfors Kajsaniemi","2024","7","4","14:00","11.9","18.5","Halv klart (4/8)","1007","65.3","0","-1","175.6","7.9","4.8"
"Helsingfors Kajsaniemi","2024","7","4","15:00","11.9","19.1","Molnigt (7/8)","1007.1","63.6","0","-1","169.2","7.9","5"
"Helsingfors Kajsaniemi","2024","7","4","16:00","11.4","19.5","Klart (0/8)","1007","59.3","0","-1","175.1","8.1","4.9"
"Helsingfors Kajsaniemi","2024","7","4","17:00","10.1","19.8","Molnigt (6/8)","1006.7","53.4","0","-1","186.2","7.1","4.5"
"Helsingfors Kajsaniemi","2024","7","4","18:00","11.4","18.8","Molnigt (7/8)","1006.4","61.9","0","-1","155","5.4","3.4"
"Helsingfors Kajsaniemi","2024","7","4","19:00","12.9","18.2","Molnigt (7/8)","1006.1","71.3","0","-1","115.4","5.6","4.1"
"Helsingfors Kajsaniemi","2024","7","4","20:00","12.9","18","Molnigt (7/8)","1005.8","72.2","0","-1","139.4","4.8","3"
"Helsingfors Kajsaniemi","2024","7","4","21:00","12.6","17.4","Mulet (8/8)","1005.5","73.4","0","-1","146.2","4.5","2.6"
"Helsingfors Kajsaniemi","2024","7","4","22:00","13.5","16.9","Mulet (8/8)","1005.2","80.7","0","-1","125.5","3.3","2.1"
"Helsingfors Kajsaniemi","2024","7","4","23:00","14.2","16.9","Mulet (8/8)","1004.7","84.1","0","-1","126","3.5","2.2"
"Helsingfors Kajsaniemi","2024","7","5","00:00","13.9","16.6","Mulet (8/8)","1004.7","84.1","0","-1","146.2","3.4","2.1"
"Helsingfors Kajsaniemi","2024","7","5","01:00","13.7","16","Mulet (8/8)","1004.2","86.2","0.03","-1","138","3.3","2.3"
"Helsingfors Kajsaniemi","2024","7","5","02:00","14","15.6","Molnigt (6/8)","1003.3","90","0","-1","112","2.5","1.6"
"Helsingfors Kajsaniemi","2024","7","5","03:00","14.4","15.1","Molnigt (7/8)","1002.7","95.6","0","-1","97.3","2.4","1.5"
"Helsingfors Kajsaniemi","2024","7","5","04:00","13.6","14.1","Klart (0/8)","1002.3","96.7","0","-1","107.6","1.7","1.1"
"Helsingfors Kajsaniemi","2024","7","5","05:00","13.3","13.7","Halv klart (4/8)","1002","97.9","0","-1","109.6","1.6","1.1"
"Helsingfors Kajsaniemi","2024","7","5","06:00","13.7","14","Halv klart (5/8)","1001.6","98","0","-1","110","1.7","1.1"
"Helsingfors Kajsaniemi","2024","7","5","07:00","14.5","14.9","Molnigt (7/8)","1001.4","97.9","0","-1","118.5","1.9","1.3"
"Helsingfors Kajsaniemi","2024","7","5","08:00","14.6","16","Molnigt (7/8)","1001.2","91.6","0","-1","168.5","2.6","1.5"
"Helsingfors Kajsaniemi","2024","7","5","09:00","14","16.5","Molnigt (6/8)","1001","85.4","0","-1","208.8","4.1","2.7"
"Helsingfors Kajsaniemi","2024","7","5","10:00","13.1","17.3","Molnigt (6/8)","1000.8","76.2","0","-1","203.6","5.4","3.3"
"Helsingfors Kajsaniemi","2024","7","5","11:00","13.7","18","Mest klart (2/8)","1000.8","75.7","0","-1","199.8","6.1","4.1"
"Helsingfors Kajsaniemi","2024","7","5","12:00","11.7","18.1","Molnigt (7/8)","1000.9","66.5","0","-1","213.4","7.8","4.4"
"Helsingfors Kajsaniemi","2024","7","5","13:00","12.5","17.6","Molnigt (7/8)","1001.4","71.7","0","-1","218.3","8.5","5.8"
"Helsingfors Kajsaniemi","2024","7","5","14:00","12.6","15.5","Mulet (8/8)","1002.1","83.6","0.2","-1","218.2","7.2","4.4"
"Helsingfors Kajsaniemi","2024","7","5","15:00","12.4","16.7","Molnigt (7/8)","1002.3","75.6","0","-1","218.8","9.5","5.7"
"Helsingfors Kajsaniemi","2024","7","5","16:00","11.4","17.3","Mest klart (2/8)","1002.5","68.1","0","-1","220.2","9","6"
"Helsingfors Kajsaniemi","2024","7","5","17:00","10","16.9","Molnigt (7/8)","1002.9","64.2","0","-1","218.6","9.4","5.5"
"Helsingfors Kajsaniemi","2024","7","5","18:00","9.4","17.4","Mest klart (2/8)","1003","59.7","0","-1","224.3","10","5.7"
"Helsingfors Kajsaniemi","2024","7","5","19:00","9.1","17.3","Klart (0/8)","1003.4","58.6","0","-1","228.3","9.8","5.6"
"Helsingfors Kajsaniemi","2024","7","5","20:00","8.7","17","Klart (0/8)","1003.7","57.9","0","-1","230.7","8.7","5"
"Helsingfors Kajsaniemi","2024","7","5","21:00","7.8","16.9","Klart (0/8)","1004","55.2","0","-1","245.3","8.7","4.8"
"Helsingfors Kajsaniemi","2024","7","5","22:00","8","16.2","Klart (0/8)","1004","58.1","0","-1","256.1","7.9","4.9"
"Helsingfors Kajsaniemi","2024","7","5","23:00","8.8","15.5","Klart (0/8)","1004.2","64.8","0","-1","244.7","6.6","3.9"
"Helsingfors Kajsaniemi","2024","7","6","00:00","9.6","14.7","Klart (0/8)","1004.2","71","0","-1","-","-","-"
"Helsingfors Kajsaniemi","2024","7","6","01:00","11","13.2","Halv klart (4/8)","1004.3","86.3","0.47","-1","222.2","7.1","3.8"
"Helsingfors Kajsaniemi","2024","7","6","02:00","10.9","12.2","Halv klart (5/8)","1003.8","91.3","0","-1","204.1","5","2.7"
"Helsingfors Kajsaniemi","2024","7","6","03:00","11.2","13.4","Molnigt (7/8)","1003.8","86.8","0","-1","217","5.6","3"
"Helsingfors Kajsaniemi","2024","7","6","04:00","10.3","12.3","Mulet (8/8)","1003.9","87.8","0.22","-1","205.5","6.6","3.6"
"Helsingfors Kajsaniemi","2024","7","6","05:00","10.5","12.4","Molnigt (7/8)","1003.8","88.4","0.08","-1","193","5.1","3.1"
"Helsingfors Kajsaniemi","2024","7","6","06:00","11.1","12.6","Mulet (8/8)","1003.9","91.1","0","-1","252.9","5.7","3"
"Helsingfors Kajsaniemi","2024","7","6","07:00","10.4","11.3","Mulet (8/8)","1004","93.7","0.45","-1","229.5","3.6","2"
"Helsingfors Kajsaniemi","2024","7","6","08:00","9.9","11.2","Molnigt (7/8)","1003.8","91.6","0.25","-1","161.8","6","3.7"
"Helsingfors Kajsaniemi","2024","7","6","09:00","10.5","12.1","Mulet (8/8)","1004.1","89.6","0.13","-1","194.9","5.9","3.2"
"Helsingfors Kajsaniemi","2024","7","6","10:00","10","11.5","Molnigt (7/8)","1004.2","91.1","0.85","-1","200.4","7.3","4.1"
"Helsingfors Kajsaniemi","2024","7","6","11:00","10.5","12.9","Halv klart (5/8)","1004.2","85","0","-1","211.4","7","4.3"
"Helsingfors Kajsaniemi","2024","7","6","12:00","10.3","13.8","Halv klart (4/8)","1004.6","78.7","0","-1","224.4","8.5","4.6"
"Helsingfors Kajsaniemi","2024","7","6","13:00","10.4","15.5","Klart (0/8)","1005","71.8","0","-1","220","9.1","5.2"
"Helsingfors Kajsaniemi","2024","7","6","14:00","11.1","16.5","Mest klart (3/8)","1005.5","70.5","0","-1","217.3","9.4","5.6"
"Helsingfors Kajsaniemi","2024","7","6","15:00","10.9","16.5","Klart (0/8)","1006","69.5","0","-1","218.7","10.4","6.2"
"Helsingfors Kajsaniemi","2024","7","6","16:00","10.4","17.2","Mest klart (3/8)","1006.5","64.3","0","-1","232","9.9","5.7"
"Helsingfors Kajsaniemi","2024","7","6","17:00","10.9","17.2","Klart (0/8)","1006.9","66.5","0","-1","220.7","10.2","6.4"
"Helsingfors Kajsaniemi","2024","7","6","18:00","10.8","17","Klart (1/8)","1007.2","66.9","0","-1","225.8","9.8","5.7"
"Helsingfors Kajsaniemi","2024","7","6","19:00","10.4","17.2","Klart (1/8)","1007.5","64.2","0","-1","233.3","11","5.8"
"Helsingfors Kajsaniemi","2024","7","6","20:00","10","17.4","Klart (0/8)","1007.7","61.7","0","-1","245.6","9.2","5"
"Helsingfors Kajsaniemi","2024","7","6","21:00","10.7","16.5","Molnigt (7/8)","1008.2","68.4","0","-1","227.5","6.3","3.7"
"Helsingfors Kajsaniemi","2024","7","6","22:00","11.2","16.1","Mulet (8/8)","1008.5","72.3","0","-1","216.6","5","3"
"Helsingfors Kajsaniemi","2024","7","6","23:00","11.9","15.3","Molnigt (7/8)","1008.7","79.8","0","-1","185.9","3.8","2.1"
"Helsingfors Kajsaniemi","2024","7","7","00:00","12.4","15.1","Molnigt (7/8)","1008.7","83.9","0","-1","163.7","3.9","2.3"
"Helsingfors Kajsaniemi","2024","7","7","01:00","12.8","16.3","Mulet (8/8)","1008.6","80.1","0","-1","173.2","7.5","4.4"
"Helsingfors Kajsaniemi","2024","7","7","02:00","13.2","16.2","Mulet (8/8)","1008.3","82.3","0","-1","162.7","8.1","4.9"
"Helsingfors Kajsaniemi","2024","7","7","03:00","13.1","16.4","Molnigt (7/8)","1007.8","81.4","0","-1","141.9","6.5","3.9"
"Helsingfors Kajsaniemi","2024","7","7","04:00","12.8","16.2","Klart (1/8)","1007.2","80.5","0","-1","143.3","7.2","4.5"
"Helsingfors Kajsaniemi","2024","7","7","05:00","12.5","16.1","Halv klart (5/8)","1006.4","78.9","0","-1","148.7","8.5","4.9"
"Helsingfors Kajsaniemi","2024","7","7","06:00","12","16.7","Halv klart (5/8)","1005.4","73.8","0","-1","146.5","9.4","5.4"
"Helsingfors Kajsaniemi","2024","7","7","07:00","11.8","17.3","Halv klart (4/8)","1004.6","69.9","0","-1","139.9","9","5.3"
"Helsingfors Kajsaniemi","2024","7","7","08:00","12.7","16.6","Molnigt (7/8)","1004.3","78.2","0.27","-1","161.8","9.6","5.4"
"Helsingfors Kajsaniemi","2024","7","7","09:00","13.9","15.7","Molnigt (7/8)","1003.7","88.8","0.08","-1","133","6.1","3.7"
"Helsingfors Kajsaniemi","2024","7","7","10:00","14.2","16.3","Molnigt (6/8)","1003.8","87.6","0.03","-1","157.3","8.1","4.7"
"Helsingfors Kajsaniemi","2024","7","7","11:00","14.7","16.4","Molnigt (7/8)","1003.8","89.5","0.18","-1","161.9","6.3","3.8"
"Helsingfors Kajsaniemi","2024","7","7","12:00","15.3","16.7","Mulet (8/8)","1004.3","91.5","0.05","-1","174.7","7.1","4.2"
"Helsingfors Kajsaniemi","2024","7","7","13:00","15.6","17.1","Mulet (8/8)","1004.8","90.9","0","-1","187.8","7.6","4.1"
"Helsingfors Kajsaniemi","2024","7","7","14:00","15.7","17.5","Mulet (8/8)","1006","89.2","0","-1","215.5","10.6","5.6"
"Helsingfors Kajsaniemi","2024","7","7","15:00","13.8","17.1","Mulet (8/8)","1006.7","81","0","-1","236.4","9.4","5"
"Helsingfors Kajsaniemi","2024","7","7","16:00","11.7","18.1","Molnigt (7/8)","1007.4","66.1","0","-1","237.9","11.1","5.7"
"Helsingfors Kajsaniemi","2024","7","7","17:00","12.1","18.6","Klart (1/8)","1008","65.7","0","-1","247.3","12.7","7"
"Helsingfors Kajsaniemi","2024","7","7","18:00","11.6","18.4","Mest klart (3/8)","1008.9","64.4","0","-1","236.8","11.7","6.7"
"Helsingfors Kajsaniemi","2024","7","7","19:00","11.4","17.7","Klart (0/8)","1009.8","66.6","0","-1","238.5","12.3","6.8"
"Helsingfors Kajsaniemi","2024","7","7","20:00","11.4","17","Klart (0/8)","1010.5","69.7","0","-1","233.1","10.1","5.3"
"Helsingfors Kajsaniemi","2024","7","7","21:00","11.7","16.5","Klart (0/8)","1011.3","73.6","0","-1","232.7","8.9","4.8"
"Helsingfors Kajsaniemi","2024","7","7","22:00","12","15.4","Klart (0/8)","1012","80","0","-1","223.8","7.2","3.8"
"Helsingfors Kajsaniemi","2024","7","7","23:00","11.8","15","Klart (0/8)","1012.6","80.7","0","-1","227.8","6.9","3.5"
"Helsingfors Kajsaniemi","2024","7","8","00:00","12","15","Klart (0/8)","1013.2","82","0","-1","227.1","7.1","3.9"
"Helsingfors Kajsaniemi","2024","7","8","01:00","11.9","14.4","Klart (0/8)","1013.6","84.4","0","-1","222","6.5","3.5"
"Helsingfors Kajsaniemi","2024","7","8","02:00","11.8","14.1","Klart (0/8)","1014","85.8","0","-1","217.6","6.3","3.7"
"Helsingfors Kajsaniemi","2024","7","8","03:00","12","14.1","Molnigt (7/8)","1014.2","87","0","-1","212.6","6","3.6"
"Helsingfors Kajsaniemi","2024","7","8","04:00","12.6","14.5","Molnigt (7/8)","1014.4","88.7","0","-1","214.7","6.3","3.6"
"Helsingfors Kajsaniemi","2024","7","8","05:00","12.8","14.4","Molnigt (7/8)","1014.7","90","0","-1","220.6","6.2","3.5"
"Helsingfors Kajsaniemi","2024","7","8","06:00","13.1","14.6","Klart (0/8)","1015","90.8","0","-1","215","7.2","4.1"
"Helsingfors Kajsaniemi","2024","7","8","07:00","13.4","15","Molnigt (6/8)","1015.2","90.6","0","-1","212.5","7.5","4.4"
"Helsingfors Kajsaniemi","2024","7","8","08:00","13.7","15.5","Molnigt (6/8)","1015.6","88.8","0","-1","221.1","7.1","4"
"Helsingfors Kajsaniemi","2024","7","8","09:00","14","16.5","Klart (0/8)","1016","85","0","-1","214.3","6.8","4.3"
"Helsingfors Kajsaniemi","2024","7","8","10:00","14.1","17.5","Klart (0/8)","1016.4","80.4","0","-1","215.7","7.7","5.2"
"Helsingfors Kajsaniemi","2024","7","8","11:00","13.3","18.4","Klart (1/8)","1016.9","72.2","0","-1","220","8.5","5.8"
"Helsingfors Kajsaniemi","2024","7","8","12:00","10.7","18.7","Klart (0/8)","1017.4","59.4","0","-1","214","8.4","6.2"
"Helsingfors Kajsaniemi","2024","7","8","13:00","10.2","18.7","Klart (0/8)","1017.7","57.8","0","-1","220","9.2","6.3"
"Helsingfors Kajsaniemi","2024","7","8","14:00","9.5","19","Klart (0/8)","1018","54.2","0","-1","219.6","8.9","5.5"
"Helsingfors Kajsaniemi","2024","7","8","15:00","8.2","19.2","Klart (0/8)","1018.1","49","0","-1","219.5","9.7","5.9"
"Helsingfors Kajsaniemi","2024","7","8","16:00","9.4","18.9","Klart (0/8)","1017.9","54.1","0","-1","214.3","9.6","6.6"
"Helsingfors Kajsaniemi","2024","7","8","17:00","9","19","Klart (0/8)","1017.9","52.8","0","-1","216.4","9.3","6.7"
"Helsingfors Kajsaniemi","2024","7","8","18:00","9.2","19.1","Halv klart (4/8)","1018","52.4","0","-1","215","8.6","5.8"
"Helsingfors Kajsaniemi","2024","7","8","19:00","10","18.6","Molnigt (7/8)","1018","57.3","0","-1","224.6","6.9","4.1"
"Helsingfors Kajsaniemi","2024","7","8","20:00","11.1","18.8","Mest klart (2/8)","1018.2","60.8","0","-1","244.7","7.9","4.2"
"Helsingfors Kajsaniemi","2024","7","8","21:00","11.1","18.4","Molnigt (6/8)","1018.3","62.5","0","-1","245.3","6.8","3.9"
"Helsingfors Kajsaniemi","2024","7","8","22:00","11.2","17.4","Klart (0/8)","1018.7","67.2","0","-1","241.3","5.6","3.2"
"Helsingfors Kajsaniemi","2024","7","8","23:00","11.4","15.8","Klart (0/8)","1019.4","75.5","0","-1","229.9","4.5","3"
"Helsingfors Kajsaniemi","2024","7","9","00:00","11.3","15.7","Klart (0/8)","1019.9","75.2","0","-1","260.2","4.9","3.1"
